Year,Units,Federal state,GeoCode,Value
2006,Percentage,Saxony,code14,8.213
2007,Percentage,Saxony,code14,11.045
2008,Percentage,Saxony,code14,11.51
2009,Percentage,Saxony,code14,12.41
2010,Percentage,Saxony,code14,12.709
2011,Percentage,Saxony,code14,15.289
2012,Percentage,Saxony,code14,16.077
2013,Percentage,Saxony,code14,17.28
2014,Percentage,Saxony,code14,18.284
2015,Percentage,Saxony,code14,20.699
2016,Percentage,Saxony,code14,19.762
2017,Percentage,Saxony,code14,21.373
2018,Percentage,Saxony,code14,21.202
2019,Percentage,Saxony,code14,22.781
2020,Percentage,Saxony,code14,24.672
2021,Percentage,Saxony,code14,21.858
2022,Percentage,Saxony,code14,22.813
2005,Percentage,Saxony-Anhalt,code15,18.799
2006,Percentage,Saxony-Anhalt,code15,22.689
2007,Percentage,Saxony-Anhalt,code15,33.829
2008,Percentage,Saxony-Anhalt,code15,38.277
2009,Percentage,Saxony-Anhalt,code15,41.648
2010,Percentage,Saxony-Anhalt,code15,41.694
2011,Percentage,Saxony-Anhalt,code15,47.408
2012,Percentage,Saxony-Anhalt,code15,53.137
2013,Percentage,Saxony-Anhalt,code15,56.373
2014,Percentage,Saxony-Anhalt,code15,61.376
2015,Percentage,Saxony-Anhalt,code15,70.709
2016,Percentage,Saxony-Anhalt,code15,61.143
2017,Percentage,Saxony-Anhalt,code15,69.441
2018,Percentage,Saxony-Anhalt,code15,67.774
2019,Percentage,Saxony-Anhalt,code15,76.224
2020,Percentage,Saxony-Anhalt,code15,77.425
2021,Percentage,Saxony-Anhalt,code15,70.233
2005,Percentage,Schleswig-Holstein,code01,22.718
2006,Percentage,Schleswig-Holstein,code01,23.446
2007,Percentage,Schleswig-Holstein,code01,31.163
2008,Percentage,Schleswig-Holstein,code01,36.453
2009,Percentage,Schleswig-Holstein,code01,39.209
2010,Percentage,Schleswig-Holstein,code01,42.205
2011,Percentage,Schleswig-Holstein,code01,54.149
2012,Percentage,Schleswig-Holstein,code01,61.874
2013,Percentage,Schleswig-Holstein,code01,62.905
2014,Percentage,Schleswig-Holstein,code01,75.77
2015,Percentage,Schleswig-Holstein,code01,110.625
2016,Percentage,Schleswig-Holstein,code01,121.395
2017,Percentage,Schleswig-Holstein,code01,147.894
2018,Percentage,Schleswig-Holstein,code01,137.569
2019,Percentage,Schleswig-Holstein,code01,150.06
2020,Percentage,Schleswig-Holstein,code01,155.688
2021,Percentage,Schleswig-Holstein,code01,142.362
2022,Percentage,Schleswig-Holstein,code01,171.481
2005,Percentage,Thuringia,code16,11.077
2006,Percentage,Thuringia,code16,12.286
2007,Percentage,Thuringia,code16,17.809
2008,Percentage,Thuringia,code16,17.965
2009,Percentage,Thuringia,code16,19.807
2010,Percentage,Thuringia,code16,19.533
2011,Percentage,Thuringia,code16,23.571
2012,Percentage,Thuringia,code16,25.623
2013,Percentage,Thuringia,code16,28.908
2014,Percentage,Thuringia,code16,30.128
2015,Percentage,Thuringia,code16,33.981
2016,Percentage,Thuringia,code16,34.263
2017,Percentage,Thuringia,code16,39.738
2018,Percentage,Thuringia,code16,39.464
2019,Percentage,Thuringia,code16,42.442
2020,Percentage,Thuringia,code16,45.582
