Year,Units,Federal state,GeoCode,Value
2012,Percentage,Hesse,code06,8.26
2013,Percentage,Hesse,code06,8.68
2014,Percentage,Hesse,code06,8.74
2015,Percentage,Hesse,code06,9.49
2016,Percentage,Hesse,code06,9.61
2017,Percentage,Hesse,code06,10.2
2018,Percentage,Hesse,code06,11.53
2019,Percentage,Hesse,code06,11.53
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2006,Percentage,Lower Saxony,code03,8.4
2008,Percentage,Lower Saxony,code03,10.32
2009,Percentage,Lower Saxony,code03,10.79
2010,Percentage,Lower Saxony,code03,11.69
2011,Percentage,Lower Saxony,code03,13.15
2012,Percentage,Lower Saxony,code03,14.68
2013,Percentage,Lower Saxony,code03,14.78
2014,Percentage,Lower Saxony,code03,15.31
2015,Percentage,Lower Saxony,code03,17.84
2016,Percentage,Lower Saxony,code03,18.08
2017,Percentage,Lower Saxony,code03,20.49
2018,Percentage,Lower Saxony,code03,21.88
2019,Percentage,Lower Saxony,code03,24.11
2020,Percentage,Lower Saxony,code03,26.98
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2005,Percentage,North Rhine-Westphalia,code05,3.18
2006,Percentage,North Rhine-Westphalia,code05,4.07
2007,Percentage,North Rhine-Westphalia,code05,4.63
2008,Percentage,North Rhine-Westphalia,code05,3.95
2009,Percentage,North Rhine-Westphalia,code05,4.9
2010,Percentage,North Rhine-Westphalia,code05,4.99
2011,Percentage,North Rhine-Westphalia,code05,5.35
2012,Percentage,North Rhine-Westphalia,code05,5.82
2013,Percentage,North Rhine-Westphalia,code05,5.75
2014,Percentage,North Rhine-Westphalia,code05,5.76
2015,Percentage,North Rhine-Westphalia,code05,6.33
2016,Percentage,North Rhine-Westphalia,code05,6.42
2017,Percentage,North Rhine-Westphalia,code05,6.84
2018,Percentage,North Rhine-Westphalia,code05,7.3
2019,Percentage,North Rhine-Westphalia,code05,7.94
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2005,Percentage,Rhineland Palatinate,code07,5.51
2006,Percentage,Rhineland Palatinate,code07,7.52
2007,Percentage,Rhineland Palatinate,code07,9.19
2008,Percentage,Rhineland Palatinate,code07,8.67
2009,Percentage,Rhineland Palatinate,code07,9.19
2010,Percentage,Rhineland Palatinate,code07,10.02
2011,Percentage,Rhineland Palatinate,code07,10.78
2012,Percentage,Rhineland Palatinate,code07,12.31
2013,Percentage,Rhineland Palatinate,code07,12.82
2014,Percentage,Rhineland Palatinate,code07,13.05
2015,Percentage,Rhineland Palatinate,code07,14.27
2016,Percentage,Rhineland Palatinate,code07,14.09
2017,Percentage,Rhineland Palatinate,code07,14.67
2018,Percentage,Rhineland Palatinate,code07,15.4
2019,Percentage,Rhineland Palatinate,code07,15.96
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2005,Percentage,Saarland,code10,1.83
2006,Percentage,Saarland,code10,2.21
2007,Percentage,Saarland,code10,2.7
2008,Percentage,Saarland,code10,2.45
2009,Percentage,Saarland,code10,2.98
2010,Percentage,Saarland,code10,3.4
2011,Percentage,Saarland,code10,3.34
2012,Percentage,Saarland,code10,3.3
2013,Percentage,Saarland,code10,3.65
2014,Percentage,Saarland,code10,3.94
2015,Percentage,Saarland,code10,4.44
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2005,Percentage,Saxony,code14,3.58
2006,Percentage,Saxony,code14,6.59
2007,Percentage,Saxony,code14,7.86
2008,Percentage,Saxony,code14,7.57
2009,Percentage,Saxony,code14,8.12
2010,Percentage,Saxony,code14,8.45
2011,Percentage,Saxony,code14,9.63
2012,Percentage,Saxony,code14,10.24
2013,Percentage,Saxony,code14,10.66
2014,Percentage,Saxony,code14,11.31
2015,Percentage,Saxony,code14,12.1
2016,Percentage,Saxony,code14,11.53
2017,Percentage,Saxony,code14,11.89
2018,Percentage,Saxony,code14,12.14
2019,Percentage,Saxony,code14,12.64
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2005,Percentage,Saxony-Anhalt,code15,7.94
2006,Percentage,Saxony-Anhalt,code15,12.39
2007,Percentage,Saxony-Anhalt,code15,16.33
2008,Percentage,Saxony-Anhalt,code15,16.79
2009,Percentage,Saxony-Anhalt,code15,17.83
2010,Percentage,Saxony-Anhalt,code15,18.19
2011,Percentage,Saxony-Anhalt,code15,20.59
2012,Percentage,Saxony-Anhalt,code15,20.78
2013,Percentage,Saxony-Anhalt,code15,21.86
2014,Percentage,Saxony-Anhalt,code15,22.86
2015,Percentage,Saxony-Anhalt,code15,25.69
2016,Percentage,Saxony-Anhalt,code15,23.4
2017,Percentage,Saxony-Anhalt,code15,26.26
2018,Percentage,Saxony-Anhalt,code15,25.2
2019,Percentage,Saxony-Anhalt,code15,26.0
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2005,Percentage,Schleswig-Holstein,code01,9.25
2006,Percentage,Schleswig-Holstein,code01,10.52
2007,Percentage,Schleswig-Holstein,code01,13.93
2008,Percentage,Schleswig-Holstein,code01,14.4
2009,Percentage,Schleswig-Holstein,code01,15.05
2010,Percentage,Schleswig-Holstein,code01,17.19
2011,Percentage,Schleswig-Holstein,code01,19.77
2012,Percentage,Schleswig-Holstein,code01,20.77
2013,Percentage,Schleswig-Holstein,code01,20.58
2014,Percentage,Schleswig-Holstein,code01,23.47
2015,Percentage,Schleswig-Holstein,code01,30.56
2016,Percentage,Schleswig-Holstein,code01,31.87
2017,Percentage,Schleswig-Holstein,code01,36.08
2018,Percentage,Schleswig-Holstein,code01,37.2
2019,Percentage,Schleswig-Holstein,code01,40.26
2020,Percentage,Schleswig-Holstein,code01,41.38
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
2005,Percentage,Thuringia,code16,12.43
2006,Percentage,Thuringia,code16,13.67
2007,Percentage,Thuringia,code16,16.69
2008,Percentage,Thuringia,code16,15.39
2009,Percentage,Thuringia,code16,15.01
2010,Percentage,Thuringia,code16,16.47
2011,Percentage,Thuringia,code16,17.06
2012,Percentage,Thuringia,code16,16.93
2013,Percentage,Thuringia,code16,18.05
2014,Percentage,Thuringia,code16,18.69
2015,Percentage,Thuringia,code16,19.95
2016,Percentage,Thuringia,code16,20.21
2017,Percentage,Thuringia,code16,21.18
2018,Percentage,Thuringia,code16,21.06
2019,Percentage,Thuringia,code16,21.57
2030,Percentage,,,
2040,Percentage,,,
2050,Percentage,,,
