Year,Units,Series,Federal state,GeoCode,Value
2015,2008 = 100,Final energy productivity,Berlin,code11,121.508
2016,2008 = 100,Final energy productivity,Berlin,code11,124.003
2017,2008 = 100,Final energy productivity,Berlin,code11,129.416
2018,2008 = 100,Final energy productivity,Berlin,code11,134.957
2019,2008 = 100,Final energy productivity,Berlin,code11,140.478
2020,2008 = 100,Final energy productivity,Berlin,code11,155.369
2021,2008 = 100,Final energy productivity,Berlin,code11,159.455
2008,2008 = 100,Final energy productivity,Brandenburg,code12,100.0
2009,2008 = 100,Final energy productivity,Brandenburg,code12,99.373
2010,2008 = 100,Final energy productivity,Brandenburg,code12,95.549
2011,2008 = 100,Final energy productivity,Brandenburg,code12,100.242
2012,2008 = 100,Final energy productivity,Brandenburg,code12,99.112
2013,2008 = 100,Final energy productivity,Brandenburg,code12,97.892
2014,2008 = 100,Final energy productivity,Brandenburg,code12,103.998
2015,2008 = 100,Final energy productivity,Brandenburg,code12,107.39
2016,2008 = 100,Final energy productivity,Brandenburg,code12,104.255
2017,2008 = 100,Final energy productivity,Brandenburg,code12,103.997
2018,2008 = 100,Final energy productivity,Brandenburg,code12,103.051
2019,2008 = 100,Final energy productivity,Brandenburg,code12,108.613
2020,2008 = 100,Final energy productivity,Brandenburg,code12,110.592
2008,2008 = 100,Final energy productivity,Bremen,code04,100.0
2009,2008 = 100,Final energy productivity,Bremen,code04,97.318
2010,2008 = 100,Final energy productivity,Bremen,code04,91.265
2011,2008 = 100,Final energy productivity,Bremen,code04,95.844
2012,2008 = 100,Final energy productivity,Bremen,code04,100.145
2013,2008 = 100,Final energy productivity,Bremen,code04,99.811
2014,2008 = 100,Final energy productivity,Bremen,code04,95.753
2015,2008 = 100,Final energy productivity,Bremen,code04,97.558
2016,2008 = 100,Final energy productivity,Bremen,code04,100.05
2017,2008 = 100,Final energy productivity,Bremen,code04,105.975
2018,2008 = 100,Final energy productivity,Bremen,code04,105.452
2019,2008 = 100,Final energy productivity,Bremen,code04,108.137
2020,2008 = 100,Final energy productivity,Bremen,code04,113.307
2021,2008 = 100,Final energy productivity,Bremen,code04,112.461
2008,2008 = 100,Final energy productivity,Hamburg,code02,100.0
2009,2008 = 100,Final energy productivity,Hamburg,code02,97.621
2010,2008 = 100,Final energy productivity,Hamburg,code02,94.005
2011,2008 = 100,Final energy productivity,Hamburg,code02,100.822
2012,2008 = 100,Final energy productivity,Hamburg,code02,99.28
2013,2008 = 100,Final energy productivity,Hamburg,code02,103.854
2014,2008 = 100,Final energy productivity,Hamburg,code02,109.726
2015,2008 = 100,Final energy productivity,Hamburg,code02,108.894
2016,2008 = 100,Final energy productivity,Hamburg,code02,110.634
2017,2008 = 100,Final energy productivity,Hamburg,code02,112.132
2018,2008 = 100,Final energy productivity,Hamburg,code02,110.398
2019,2008 = 100,Final energy productivity,Hamburg,code02,114.371
2020,2008 = 100,Final energy productivity,Hamburg,code02,118.007
2021,2008 = 100,Final energy productivity,Hamburg,code02,117.297
2008,2008 = 100,Final energy productivity,Hesse,code06,100.0
2009,2008 = 100,Final energy productivity,Hesse,code06,97.797
2010,2008 = 100,Final energy productivity,Hesse,code06,98.676
2011,2008 = 100,Final energy productivity,Hesse,code06,106.695
2012,2008 = 100,Final energy productivity,Hesse,code06,104.233
2013,2008 = 100,Final energy productivity,Hesse,code06,102.414
2014,2008 = 100,Final energy productivity,Hesse,code06,106.007
2015,2008 = 100,Final energy productivity,Hesse,code06,104.154
2016,2008 = 100,Final energy productivity,Hesse,code06,105.019
2017,2008 = 100,Final energy productivity,Hesse,code06,107.738
2018,2008 = 100,Final energy productivity,Hesse,code06,109.799
2019,2008 = 100,Final energy productivity,Hesse,code06,109.324
2020,2008 = 100,Final energy productivity,Hesse,code06,124.797
2021,2008 = 100,Final energy productivity,Hesse,code06,122.061
2008,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,100.0
2009,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,99.919
2010,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,94.594
2011,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,104.514
2012,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,100.737
2013,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,98.51
2014,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,104.496
2015,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,104.751
2016,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,105.395
2017,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,112.337
2018,2008 = 100,Final energy productivity,Mecklenburg Western Pomerania,code13,109.883
2008,2008 = 100,Final energy productivity,Lower Saxony,code03,100.0
2009,2008 = 100,Final energy productivity,Lower Saxony,code03,98.99
2010,2008 = 100,Final energy productivity,Lower Saxony,code03,97.799
2011,2008 = 100,Final energy productivity,Lower Saxony,code03,107.993
2012,2008 = 100,Final energy productivity,Lower Saxony,code03,111.391
2013,2008 = 100,Final energy productivity,Lower Saxony,code03,108.658
2014,2008 = 100,Final energy productivity,Lower Saxony,code03,114.364
2015,2008 = 100,Final energy productivity,Lower Saxony,code03,114.253
2016,2008 = 100,Final energy productivity,Lower Saxony,code03,119.83
2017,2008 = 100,Final energy productivity,Lower Saxony,code03,118.639
2018,2008 = 100,Final energy productivity,Lower Saxony,code03,119.812
2019,2008 = 100,Final energy productivity,Lower Saxony,code03,123.238
2020,2008 = 100,Final energy productivity,Lower Saxony,code03,123.761
2021,2008 = 100,Final energy productivity,Lower Saxony,code03,120.676
2008,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,100.0
2009,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,106.784
2010,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,102.132
2011,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,111.632
2012,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,112.414
2013,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,111.927
2014,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,117.176
2015,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,118.901
2016,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,118.31
2017,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,123.777
2018,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,119.864
2019,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,119.531
2020,2008 = 100,Final energy productivity,North Rhine-Westphalia,code05,119.983
2008,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,100.0
2009,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,99.392
2010,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,99.844
2011,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,110.204
2012,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,112.68
2013,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,109.215
2014,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,114.568
2015,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,115.354
2016,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,114.079
2017,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,114.868
2018,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,113.323
2019,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,112.689
2020,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,111.356
2021,2008 = 100,Final energy productivity,Rhineland Palatinate,code07,117.635
2008,2008 = 100,Final energy productivity,Saxony,code14,100.0
2009,2008 = 100,Final energy productivity,Saxony,code14,97.326
2010,2008 = 100,Final energy productivity,Saxony,code14,95.168
2011,2008 = 100,Final energy productivity,Saxony,code14,105.46
2012,2008 = 100,Final energy productivity,Saxony,code14,100.662
2013,2008 = 100,Final energy productivity,Saxony,code14,98.788
2014,2008 = 100,Final energy productivity,Saxony,code14,107.094
2015,2008 = 100,Final energy productivity,Saxony,code14,107.151
2016,2008 = 100,Final energy productivity,Saxony,code14,106.091
2017,2008 = 100,Final energy productivity,Saxony,code14,105.551
2018,2008 = 100,Final energy productivity,Saxony,code14,109.175
2019,2008 = 100,Final energy productivity,Saxony,code14,111.918
2020,2008 = 100,Final energy productivity,Saxony,code14,106.632
2008,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,100.0
2009,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,95.979
2010,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,92.862
2011,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,95.452
2012,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,94.681
2013,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,94.603
2014,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,99.115
2015,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,99.939
2016,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,98.61
2017,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,98.431
2018,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,95.744
2019,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,100.594
2020,2008 = 100,Final energy productivity,Saxony-Anhalt,code15,101.323
2008,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,100.0
2009,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,99.589
2010,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,94.807
2011,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,102.345
2012,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,99.576
2013,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,95.743
2014,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,103.672
2015,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,102.775
2016,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,104.796
2017,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,106.914
2018,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,107.671
2019,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,114.504
2020,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,112.43
2021,2008 = 100,Final energy productivity,Schleswig-Holstein,code01,110.252
2008,2008 = 100,Final energy productivity,Thuringia,code16,100.0
2009,2008 = 100,Final energy productivity,Thuringia,code16,100.4
2010,2008 = 100,Final energy productivity,Thuringia,code16,98.88
2011,2008 = 100,Final energy productivity,Thuringia,code16,109.822
2012,2008 = 100,Final energy productivity,Thuringia,code16,108.238
2013,2008 = 100,Final energy productivity,Thuringia,code16,107.018
2014,2008 = 100,Final energy productivity,Thuringia,code16,117.46
2015,2008 = 100,Final energy productivity,Thuringia,code16,117.017
2016,2008 = 100,Final energy productivity,Thuringia,code16,115.824
2017,2008 = 100,Final energy productivity,Thuringia,code16,118.934
2018,2008 = 100,Final energy productivity,Thuringia,code16,118.722
2019,2008 = 100,Final energy productivity,Thuringia,code16,118.862
2020,2008 = 100,Final energy productivity,Thuringia,code16,118.91
2008,2008 = 100,Primary energy consumption,,,100.0
2009,2008 = 100,Primary energy consumption,,,94.097
2010,2008 = 100,Primary energy consumption,,,98.867
2011,2008 = 100,Primary energy consumption,,,94.573
2012,2008 = 100,Primary energy consumption,,,93.514
2013,2008 = 100,Primary energy consumption,,,96.119
2014,2008 = 100,Primary energy consumption,,,91.654
2015,2008 = 100,Primary energy consumption,,,92.224
2016,2008 = 100,Primary energy consumption,,,93.817
2017,2008 = 100,Primary energy consumption,,,94.042
2018,2008 = 100,Primary energy consumption,,,91.303
2019,2008 = 100,Primary energy consumption,,,89.046
2020,2008 = 100,Primary energy consumption,,,82.72
2021,2008 = 100,Primary energy consumption,,,86.51
2022,2008 = 100,Primary energy consumption,,,81.712
2023,2008 = 100,Primary energy consumption,,,75.0
2050,2008 = 100,Primary energy consumption,,,
2030,2008 = 100,Primary energy consumption,,,
2008,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,100.0
2009,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,95.076
2010,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,95.291
2011,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,88.107
2012,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,85.625
2013,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,89.267
2014,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,85.552
2015,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,87.383
2016,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,89.223
2017,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,87.798
2018,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,86.048
2019,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,86.396
2020,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,77.268
2021,2008 = 100,Primary energy consumption,Baden-Wuerttemberg,code08,79.249
2008,2008 = 100,Primary energy consumption,Bavaria,code09,100.0
2009,2008 = 100,Primary energy consumption,Bavaria,code09,98.265
2010,2008 = 100,Primary energy consumption,Bavaria,code09,102.045
2011,2008 = 100,Primary energy consumption,Bavaria,code09,99.897
2012,2008 = 100,Primary energy consumption,Bavaria,code09,97.558
2013,2008 = 100,Primary energy consumption,Bavaria,code09,98.191
2014,2008 = 100,Primary energy consumption,Bavaria,code09,94.712
2015,2008 = 100,Primary energy consumption,Bavaria,code09,94.839
2016,2008 = 100,Primary energy consumption,Bavaria,code09,94.958
2017,2008 = 100,Primary energy consumption,Bavaria,code09,95.405
2018,2008 = 100,Primary energy consumption,Bavaria,code09,89.757
2019,2008 = 100,Primary energy consumption,Bavaria,code09,91.528
2020,2008 = 100,Primary energy consumption,Bavaria,code09,86.74
2008,2008 = 100,Primary energy consumption,Berlin,code11,100.0
2009,2008 = 100,Primary energy consumption,Berlin,code11,98.596
2010,2008 = 100,Primary energy consumption,Berlin,code11,107.634
2011,2008 = 100,Primary energy consumption,Berlin,code11,96.33
2012,2008 = 100,Primary energy consumption,Berlin,code11,97.576
2013,2008 = 100,Primary energy consumption,Berlin,code11,100.579
2014,2008 = 100,Primary energy consumption,Berlin,code11,94.605
2015,2008 = 100,Primary energy consumption,Berlin,code11,92.226
2016,2008 = 100,Primary energy consumption,Berlin,code11,94.706
2017,2008 = 100,Primary energy consumption,Berlin,code11,94.161
2018,2008 = 100,Primary energy consumption,Berlin,code11,92.75
2019,2008 = 100,Primary energy consumption,Berlin,code11,91.986
2020,2008 = 100,Primary energy consumption,Berlin,code11,81.162
2021,2008 = 100,Primary energy consumption,Berlin,code11,82.602
2008,2008 = 100,Primary energy consumption,Brandenburg,code12,100.0
2009,2008 = 100,Primary energy consumption,Brandenburg,code12,97.025
2010,2008 = 100,Primary energy consumption,Brandenburg,code12,102.117
2011,2008 = 100,Primary energy consumption,Brandenburg,code12,104.453
2012,2008 = 100,Primary energy consumption,Brandenburg,code12,104.537
2013,2008 = 100,Primary energy consumption,Brandenburg,code12,102.191
2014,2008 = 100,Primary energy consumption,Brandenburg,code12,101.388
2015,2008 = 100,Primary energy consumption,Brandenburg,code12,101.428
2016,2008 = 100,Primary energy consumption,Brandenburg,code12,101.962
2017,2008 = 100,Primary energy consumption,Brandenburg,code12,103.674
2018,2008 = 100,Primary energy consumption,Brandenburg,code12,106.362
2019,2008 = 100,Primary energy consumption,Brandenburg,code12,96.191
2020,2008 = 100,Primary energy consumption,Brandenburg,code12,84.474
2008,2008 = 100,Primary energy consumption,Bremen,code04,100.0
2009,2008 = 100,Primary energy consumption,Bremen,code04,96.197
2010,2008 = 100,Primary energy consumption,Bremen,code04,105.896
2011,2008 = 100,Primary energy consumption,Bremen,code04,100.289
2012,2008 = 100,Primary energy consumption,Bremen,code04,100.339
2013,2008 = 100,Primary energy consumption,Bremen,code04,99.365
2014,2008 = 100,Primary energy consumption,Bremen,code04,100.788
2015,2008 = 100,Primary energy consumption,Bremen,code04,100.071
2016,2008 = 100,Primary energy consumption,Bremen,code04,98.879
2017,2008 = 100,Primary energy consumption,Bremen,code04,100.548
2018,2008 = 100,Primary energy consumption,Bremen,code04,95.591
2019,2008 = 100,Primary energy consumption,Bremen,code04,89.682
2020,2008 = 100,Primary energy consumption,Bremen,code04,77.493
2021,2008 = 100,Primary energy consumption,Bremen,code04,83.004
2008,2008 = 100,Primary energy consumption,Hamburg,code02,100.0
2009,2008 = 100,Primary energy consumption,Hamburg,code02,98.742
2010,2008 = 100,Primary energy consumption,Hamburg,code02,106.297
2011,2008 = 100,Primary energy consumption,Hamburg,code02,99.55
2012,2008 = 100,Primary energy consumption,Hamburg,code02,99.958
2013,2008 = 100,Primary energy consumption,Hamburg,code02,99.159
2014,2008 = 100,Primary energy consumption,Hamburg,code02,99.788
2015,2008 = 100,Primary energy consumption,Hamburg,code02,107.127
2016,2008 = 100,Primary energy consumption,Hamburg,code02,110.385
2017,2008 = 100,Primary energy consumption,Hamburg,code02,111.873
2018,2008 = 100,Primary energy consumption,Hamburg,code02,114.512
2019,2008 = 100,Primary energy consumption,Hamburg,code02,110.111
2020,2008 = 100,Primary energy consumption,Hamburg,code02,96.976
2021,2008 = 100,Primary energy consumption,Hamburg,code02,95.899
2008,2008 = 100,Primary energy consumption,Hesse,code06,100.0
2009,2008 = 100,Primary energy consumption,Hesse,code06,83.484
2010,2008 = 100,Primary energy consumption,Hesse,code06,94.985
2011,2008 = 100,Primary energy consumption,Hesse,code06,83.347
2012,2008 = 100,Primary energy consumption,Hesse,code06,80.847
2013,2008 = 100,Primary energy consumption,Hesse,code06,81.39
2014,2008 = 100,Primary energy consumption,Hesse,code06,80.295
2015,2008 = 100,Primary energy consumption,Hesse,code06,81.723
2016,2008 = 100,Primary energy consumption,Hesse,code06,83.305
2017,2008 = 100,Primary energy consumption,Hesse,code06,82.907
2018,2008 = 100,Primary energy consumption,Hesse,code06,81.352
2019,2008 = 100,Primary energy consumption,Hesse,code06,82.379
2020,2008 = 100,Primary energy consumption,Hesse,code06,69.385
2021,2008 = 100,Primary energy consumption,Hesse,code06,72.524
2008,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,100.0
2009,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,95.143
2010,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,101.928
2011,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,98.294
2012,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,103.934
2013,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,104.584
2014,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,104.247
2015,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,102.135
2016,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,106.068
2017,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,93.209
2018,2008 = 100,Primary energy consumption,Mecklenburg Western Pomerania,code13,91.066
2008,2008 = 100,Primary energy consumption,Lower Saxony,code03,100.0
2009,2008 = 100,Primary energy consumption,Lower Saxony,code03,97.643
2010,2008 = 100,Primary energy consumption,Lower Saxony,code03,100.68
2011,2008 = 100,Primary energy consumption,Lower Saxony,code03,91.887
2012,2008 = 100,Primary energy consumption,Lower Saxony,code03,90.817
2013,2008 = 100,Primary energy consumption,Lower Saxony,code03,91.163
2014,2008 = 100,Primary energy consumption,Lower Saxony,code03,90.386
2015,2008 = 100,Primary energy consumption,Lower Saxony,code03,89.769
2016,2008 = 100,Primary energy consumption,Lower Saxony,code03,89.541
2017,2008 = 100,Primary energy consumption,Lower Saxony,code03,90.113
2018,2008 = 100,Primary energy consumption,Lower Saxony,code03,91.145
2019,2008 = 100,Primary energy consumption,Lower Saxony,code03,88.895
2020,2008 = 100,Primary energy consumption,Lower Saxony,code03,85.99
2021,2008 = 100,Primary energy consumption,Lower Saxony,code03,87.896
2008,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,100.0
2009,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,100.704
2010,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,105.724
2011,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,101.909
2012,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,100.616
2013,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,100.5
2014,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,102.51
2015,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,101.619
2016,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,96.716
2017,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,94.961
2018,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,89.343
2019,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,86.35
2020,2008 = 100,Primary energy consumption,North Rhine-Westphalia,code05,80.978
2008,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,100.0
2009,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,92.715
2010,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,100.199
2011,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,94.412
2012,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,94.429
2013,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,97.928
2014,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,92.624
2015,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,95.101
2016,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,96.272
2017,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,98.346
2018,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,95.258
2019,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,95.597
2020,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,94.051
2021,2008 = 100,Primary energy consumption,Rhineland Palatinate,code07,96.2
2008,2008 = 100,Primary energy consumption,Saarland,code10,100.0
2009,2008 = 100,Primary energy consumption,Saarland,code10,82.887
2010,2008 = 100,Primary energy consumption,Saarland,code10,87.405
2011,2008 = 100,Primary energy consumption,Saarland,code10,91.686
2012,2008 = 100,Primary energy consumption,Saarland,code10,94.808
2013,2008 = 100,Primary energy consumption,Saarland,code10,99.296
2014,2008 = 100,Primary energy consumption,Saarland,code10,90.754
2015,2008 = 100,Primary energy consumption,Saarland,code10,87.673
2020,2008 = 100,Primary energy consumption,Saarland,code10,92.882
2008,2008 = 100,Primary energy consumption,Saxony,code14,100.0
2009,2008 = 100,Primary energy consumption,Saxony,code14,99.49
2010,2008 = 100,Primary energy consumption,Saxony,code14,100.91
2011,2008 = 100,Primary energy consumption,Saxony,code14,96.639
2012,2008 = 100,Primary energy consumption,Saxony,code14,98.588
2013,2008 = 100,Primary energy consumption,Saxony,code14,101.703
2014,2008 = 100,Primary energy consumption,Saxony,code14,99.777
2015,2008 = 100,Primary energy consumption,Saxony,code14,98.133
2016,2008 = 100,Primary energy consumption,Saxony,code14,100.672
2017,2008 = 100,Primary energy consumption,Saxony,code14,104.139
2018,2008 = 100,Primary energy consumption,Saxony,code14,102.596
2019,2008 = 100,Primary energy consumption,Saxony,code14,95.335
2020,2008 = 100,Primary energy consumption,Saxony,code14,95.226
2008,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,100.0
2009,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,98.851
2010,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,103.631
2011,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,102.352
2012,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,102.569
2013,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,102.048
2014,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,96.845
2015,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,99.618
2016,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,102.622
2017,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,99.202
2018,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,107.659
2019,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,102.093
2020,2008 = 100,Primary energy consumption,Saxony-Anhalt,code15,98.19
2008,2008 = 100,Primary energy consumption,Schleswig-Holstein,code01,100.0
2009,2008 = 100,Primary energy consumption,Schleswig-Holstein,code01,97.202
2010,2008 = 100,Primary energy consumption,Schleswig-Holstein,code01,102.207
