Year,Units,federal state,GeoCode,Value
2018,percentage,lower saxony,code03,22.324
2019,percentage,lower saxony,code03,24.27
2020,percentage,lower saxony,code03,26.952
2021,percentage,lower saxony,code03,24.536
2005,percentage,north rhine-westphalia,code05,3.177
2006,percentage,north rhine-westphalia,code05,4.068
2007,percentage,north rhine-westphalia,code05,4.63
2008,percentage,north rhine-westphalia,code05,3.948
2009,percentage,north rhine-westphalia,code05,4.896
2010,percentage,north rhine-westphalia,code05,4.992
2011,percentage,north rhine-westphalia,code05,5.345
2012,percentage,north rhine-westphalia,code05,5.819
2013,percentage,north rhine-westphalia,code05,5.751
2014,percentage,north rhine-westphalia,code05,5.763
2015,percentage,north rhine-westphalia,code05,6.331
2016,percentage,north rhine-westphalia,code05,6.422
2017,percentage,north rhine-westphalia,code05,6.841
2018,percentage,north rhine-westphalia,code05,7.303
2019,percentage,north rhine-westphalia,code05,7.93
2020,percentage,north rhine-westphalia,code05,8.764
2005,percentage,rhineland palatinate,code07,5.512
2006,percentage,rhineland palatinate,code07,7.517
2007,percentage,rhineland palatinate,code07,9.187
2008,percentage,rhineland palatinate,code07,8.67
2009,percentage,rhineland palatinate,code07,9.193
2010,percentage,rhineland palatinate,code07,10.023
2011,percentage,rhineland palatinate,code07,10.784
2012,percentage,rhineland palatinate,code07,12.313
2013,percentage,rhineland palatinate,code07,12.818
2014,percentage,rhineland palatinate,code07,13.046
2015,percentage,rhineland palatinate,code07,14.27
2016,percentage,rhineland palatinate,code07,14.094
2017,percentage,rhineland palatinate,code07,14.67
2018,percentage,rhineland palatinate,code07,15.403
2019,percentage,rhineland palatinate,code07,15.957
2005,percentage,saarland,code10,1.83
2006,percentage,saarland,code10,2.212
2007,percentage,saarland,code10,2.704
2008,percentage,saarland,code10,2.45
2009,percentage,saarland,code10,2.977
2010,percentage,saarland,code10,3.403
2011,percentage,saarland,code10,3.338
2012,percentage,saarland,code10,3.296
2013,percentage,saarland,code10,3.651
2014,percentage,saarland,code10,3.938
2015,percentage,saarland,code10,4.439
2005,percentage,saxony,code14,3.583
2006,percentage,saxony,code14,6.585
2007,percentage,saxony,code14,7.859
2008,percentage,saxony,code14,7.57
2009,percentage,saxony,code14,8.121
2010,percentage,saxony,code14,8.45
2011,percentage,saxony,code14,9.628
2012,percentage,saxony,code14,10.239
2013,percentage,saxony,code14,10.657
2014,percentage,saxony,code14,11.305
2015,percentage,saxony,code14,12.102
2016,percentage,saxony,code14,11.53
2017,percentage,saxony,code14,11.887
2018,percentage,saxony,code14,12.137
2019,percentage,saxony,code14,12.638
2005,percentage,saxony-anhalt,code15,7.941
2006,percentage,saxony-anhalt,code15,12.39
2007,percentage,saxony-anhalt,code15,16.33
2008,percentage,saxony-anhalt,code15,16.791
2009,percentage,saxony-anhalt,code15,17.829
2010,percentage,saxony-anhalt,code15,18.188
2011,percentage,saxony-anhalt,code15,20.586
2012,percentage,saxony-anhalt,code15,20.781
2013,percentage,saxony-anhalt,code15,21.86
2014,percentage,saxony-anhalt,code15,22.859
2015,percentage,saxony-anhalt,code15,25.687
2016,percentage,saxony-anhalt,code15,23.397
2017,percentage,saxony-anhalt,code15,26.263
2018,percentage,saxony-anhalt,code15,23.752
2019,percentage,saxony-anhalt,code15,25.995
2020,percentage,saxony-anhalt,code15,18.961
2005,percentage,schleswig-holstein,code01,9.253
2006,percentage,schleswig-holstein,code01,10.516
2007,percentage,schleswig-holstein,code01,13.925
2008,percentage,schleswig-holstein,code01,14.399
2009,percentage,schleswig-holstein,code01,15.047
2010,percentage,schleswig-holstein,code01,17.187
2011,percentage,schleswig-holstein,code01,19.77
2012,percentage,schleswig-holstein,code01,20.774
2013,percentage,schleswig-holstein,code01,20.577
2014,percentage,schleswig-holstein,code01,23.474
2015,percentage,schleswig-holstein,code01,30.563
2016,percentage,schleswig-holstein,code01,31.867
2017,percentage,schleswig-holstein,code01,36.084
2018,percentage,schleswig-holstein,code01,37.198
2019,percentage,schleswig-holstein,code01,40.25
2020,percentage,schleswig-holstein,code01,41.595
2005,percentage,thuringia,code16,12.43
2006,percentage,thuringia,code16,13.675
2007,percentage,thuringia,code16,16.69
2008,percentage,thuringia,code16,15.39
2009,percentage,thuringia,code16,15.007
2010,percentage,thuringia,code16,16.466
2011,percentage,thuringia,code16,17.062
2012,percentage,thuringia,code16,16.932
2013,percentage,thuringia,code16,18.048
2014,percentage,thuringia,code16,18.685
2015,percentage,thuringia,code16,19.946
2016,percentage,thuringia,code16,20.213
2017,percentage,thuringia,code16,21.184
2018,percentage,thuringia,code16,21.055
2019,percentage,thuringia,code16,21.566
