Year,Units,federal state,GeoCode,Value
2013,percentage,saxony-anhalt,code15,56.373
2014,percentage,saxony-anhalt,code15,61.376
2015,percentage,saxony-anhalt,code15,70.709
2016,percentage,saxony-anhalt,code15,61.143
2017,percentage,saxony-anhalt,code15,69.441
2018,percentage,saxony-anhalt,code15,67.774
2019,percentage,saxony-anhalt,code15,76.224
2020,percentage,saxony-anhalt,code15,77.425
2021,percentage,saxony-anhalt,code15,70.233
2005,percentage,schleswig-holstein,code01,22.718
2006,percentage,schleswig-holstein,code01,23.446
2007,percentage,schleswig-holstein,code01,31.163
2008,percentage,schleswig-holstein,code01,36.453
2009,percentage,schleswig-holstein,code01,39.209
2010,percentage,schleswig-holstein,code01,42.205
2011,percentage,schleswig-holstein,code01,54.149
2012,percentage,schleswig-holstein,code01,61.874
2013,percentage,schleswig-holstein,code01,62.905
2014,percentage,schleswig-holstein,code01,75.77
2015,percentage,schleswig-holstein,code01,110.625
2016,percentage,schleswig-holstein,code01,121.395
2017,percentage,schleswig-holstein,code01,147.894
2018,percentage,schleswig-holstein,code01,137.569
2019,percentage,schleswig-holstein,code01,150.06
2020,percentage,schleswig-holstein,code01,155.688
2021,percentage,schleswig-holstein,code01,142.362
2022,percentage,schleswig-holstein,code01,171.481
2005,percentage,thuringia,code16,11.077
2006,percentage,thuringia,code16,12.286
2007,percentage,thuringia,code16,17.809
2008,percentage,thuringia,code16,17.965
2009,percentage,thuringia,code16,19.807
2010,percentage,thuringia,code16,19.533
2011,percentage,thuringia,code16,23.571
2012,percentage,thuringia,code16,25.623
2013,percentage,thuringia,code16,28.908
2014,percentage,thuringia,code16,30.128
2015,percentage,thuringia,code16,33.981
2016,percentage,thuringia,code16,34.263
2017,percentage,thuringia,code16,39.738
2018,percentage,thuringia,code16,39.464
2019,percentage,thuringia,code16,42.442
2020,percentage,thuringia,code16,45.582
