Year,Units,federal state,GeoCode,Value
2019,percentage,bavaria,code09,23.973
2020,percentage,bavaria,code09,25.178
2021,percentage,bavaria,code09,24.533
1991,percentage,berlin,code11,22.483
1992,percentage,berlin,code11,23.048
1993,percentage,berlin,code11,21.858
1994,percentage,berlin,code11,20.362
1995,percentage,berlin,code11,20.46
1996,percentage,berlin,code11,24.503
1997,percentage,berlin,code11,28.102
1998,percentage,berlin,code11,22.954
1999,percentage,berlin,code11,22.324
2000,percentage,berlin,code11,20.846
2001,percentage,berlin,code11,19.104
2002,percentage,berlin,code11,16.373
2003,percentage,berlin,code11,14.583
2004,percentage,berlin,code11,15.739
2005,percentage,berlin,code11,17.679
2006,percentage,berlin,code11,17.275
2007,percentage,berlin,code11,17.789
2008,percentage,berlin,code11,17.263
2009,percentage,berlin,code11,16.802
2010,percentage,berlin,code11,17.02
2011,percentage,berlin,code11,16.361
2012,percentage,berlin,code11,18.615
2013,percentage,berlin,code11,18.284
2014,percentage,berlin,code11,19.307
2015,percentage,berlin,code11,19.771
2016,percentage,berlin,code11,19.348
2017,percentage,berlin,code11,18.491
2018,percentage,berlin,code11,19.133
2019,percentage,berlin,code11,19.191
2020,percentage,berlin,code11,18.824
2021,percentage,berlin,code11,18.98
1991,percentage,brandenburg,code12,41.352
1992,percentage,brandenburg,code12,44.822
1993,percentage,brandenburg,code12,49.554
1994,percentage,brandenburg,code12,51.913
1995,percentage,brandenburg,code12,46.895
1996,percentage,brandenburg,code12,48.102
1997,percentage,brandenburg,code12,45.026
1998,percentage,brandenburg,code12,43.923
1999,percentage,brandenburg,code12,40.894
2000,percentage,brandenburg,code12,37.354
2001,percentage,brandenburg,code12,30.734
2002,percentage,brandenburg,code12,27.14
2003,percentage,brandenburg,code12,24.075
2004,percentage,brandenburg,code12,23.728
2005,percentage,brandenburg,code12,23.135
2006,percentage,brandenburg,code12,23.34
2007,percentage,brandenburg,code12,21.829
2008,percentage,brandenburg,code12,22.336
2009,percentage,brandenburg,code12,19.879
2010,percentage,brandenburg,code12,20.472
2011,percentage,brandenburg,code12,20.634
2012,percentage,brandenburg,code12,22.353
2013,percentage,brandenburg,code12,20.981
2014,percentage,brandenburg,code12,21.561
2015,percentage,brandenburg,code12,22.073
2016,percentage,brandenburg,code12,23.475
2017,percentage,brandenburg,code12,23.486
2018,percentage,brandenburg,code12,24.609
2019,percentage,brandenburg,code12,24.106
2020,percentage,brandenburg,code12,25.284
2021,percentage,brandenburg,code12,26.081
1991,percentage,bremen,code04,18.101
1992,percentage,bremen,code04,17.479
1993,percentage,bremen,code04,18.324
1994,percentage,bremen,code04,15.38
1995,percentage,bremen,code04,14.646
1996,percentage,bremen,code04,15.704
1997,percentage,bremen,code04,14.922
1998,percentage,bremen,code04,15.947
1999,percentage,bremen,code04,17.948
2000,percentage,bremen,code04,18.091
2001,percentage,bremen,code04,16.924
2002,percentage,bremen,code04,17.014
2003,percentage,bremen,code04,13.298
2004,percentage,bremen,code04,15.415
2005,percentage,bremen,code04,14.245
2006,percentage,bremen,code04,14.905
2007,percentage,bremen,code04,15.077
2008,percentage,bremen,code04,15.304
2009,percentage,bremen,code04,14.429
2010,percentage,bremen,code04,14.812
2011,percentage,bremen,code04,14.408
2012,percentage,bremen,code04,18.683
2013,percentage,bremen,code04,16.268
2014,percentage,bremen,code04,13.807
2015,percentage,bremen,code04,16.827
2016,percentage,bremen,code04,15.843
2017,percentage,bremen,code04,14.008
2018,percentage,bremen,code04,16.139
2019,percentage,bremen,code04,16.915
2020,percentage,bremen,code04,15.614
2021,percentage,bremen,code04,15.185
1991,percentage,hamburg,code02,16.468
1992,percentage,hamburg,code02,18.111
1993,percentage,hamburg,code02,17.08
1994,percentage,hamburg,code02,15.442
1995,percentage,hamburg,code02,14.19
1996,percentage,hamburg,code02,14.041
1997,percentage,hamburg,code02,14.723
1998,percentage,hamburg,code02,15.647
1999,percentage,hamburg,code02,14.84
2000,percentage,hamburg,code02,16.317
2001,percentage,hamburg,code02,17.949
2002,percentage,hamburg,code02,19.162
2003,percentage,hamburg,code02,18.373
2004,percentage,hamburg,code02,21.448
2005,percentage,hamburg,code02,22.596
2006,percentage,hamburg,code02,23.381
2007,percentage,hamburg,code02,25.626
2008,percentage,hamburg,code02,26.45
2009,percentage,hamburg,code02,20.363
2010,percentage,hamburg,code02,24.492
2011,percentage,hamburg,code02,20.894
2012,percentage,hamburg,code02,20.523
2013,percentage,hamburg,code02,21.109
2014,percentage,hamburg,code02,21.322
2015,percentage,hamburg,code02,21.613
2016,percentage,hamburg,code02,19.742
2017,percentage,hamburg,code02,16.015
2018,percentage,hamburg,code02,18.165
2019,percentage,hamburg,code02,18.498
2020,percentage,hamburg,code02,17.513
2021,percentage,hamburg,code02,15.24
1991,percentage,hesse,code06,21.9
1992,percentage,hesse,code06,21.425
1993,percentage,hesse,code06,20.49
1994,percentage,hesse,code06,18.323
1995,percentage,hesse,code06,18.695
1996,percentage,hesse,code06,17.431
1997,percentage,hesse,code06,18.025
1998,percentage,hesse,code06,18.359
1999,percentage,hesse,code06,18.625
2000,percentage,hesse,code06,18.397
2001,percentage,hesse,code06,18.735
2002,percentage,hesse,code06,17.016
2003,percentage,hesse,code06,16.22
2004,percentage,hesse,code06,16.325
2005,percentage,hesse,code06,17.927
2006,percentage,hesse,code06,17.411
2007,percentage,hesse,code06,18.294
2008,percentage,hesse,code06,20.031
2009,percentage,hesse,code06,16.73
2010,percentage,hesse,code06,17.583
2011,percentage,hesse,code06,19.185
2012,percentage,hesse,code06,17.674
2013,percentage,hesse,code06,17.872
2014,percentage,hesse,code06,17.333
2015,percentage,hesse,code06,17.145
2016,percentage,hesse,code06,18.049
2017,percentage,hesse,code06,18.512
2018,percentage,hesse,code06,18.565
2019,percentage,hesse,code06,18.651
2020,percentage,hesse,code06,19.982
2021,percentage,hesse,code06,19.335
1991,percentage,mecklenburg western pomerania,code13,49.473
1992,percentage,mecklenburg western pomerania,code13,61.605
1993,percentage,mecklenburg western pomerania,code13,60.163
1994,percentage,mecklenburg western pomerania,code13,57.591
1995,percentage,mecklenburg western pomerania,code13,54.99
1996,percentage,mecklenburg western pomerania,code13,48.117
1997,percentage,mecklenburg western pomerania,code13,43.658
1998,percentage,mecklenburg western pomerania,code13,40.509
1999,percentage,mecklenburg western pomerania,code13,37.437
2000,percentage,mecklenburg western pomerania,code13,35.324
2001,percentage,mecklenburg western pomerania,code13,30.18
2002,percentage,mecklenburg western pomerania,code13,26.25
2003,percentage,mecklenburg western pomerania,code13,25.353
2004,percentage,mecklenburg western pomerania,code13,25.032
2005,percentage,mecklenburg western pomerania,code13,26.883
2006,percentage,mecklenburg western pomerania,code13,27.573
2007,percentage,mecklenburg western pomerania,code13,23.026
2008,percentage,mecklenburg western pomerania,code13,23.738
2009,percentage,mecklenburg western pomerania,code13,21.049
2010,percentage,mecklenburg western pomerania,code13,22.211
2011,percentage,mecklenburg western pomerania,code13,24.203
2012,percentage,mecklenburg western pomerania,code13,23.575
2013,percentage,mecklenburg western pomerania,code13,20.589
2014,percentage,mecklenburg western pomerania,code13,21.477
2015,percentage,mecklenburg western pomerania,code13,21.94
2016,percentage,mecklenburg western pomerania,code13,24.057
2017,percentage,mecklenburg western pomerania,code13,22.851
2018,percentage,mecklenburg western pomerania,code13,25.477
2019,percentage,mecklenburg western pomerania,code13,27.031
2020,percentage,mecklenburg western pomerania,code13,25.96
2021,percentage,mecklenburg western pomerania,code13,22.31
1991,percentage,lower saxony,code03,27.839
1992,percentage,lower saxony,code03,26.368
1993,percentage,lower saxony,code03,24.034
1994,percentage,lower saxony,code03,23.631
1995,percentage,lower saxony,code03,23.374
1996,percentage,lower saxony,code03,22.884
1997,percentage,lower saxony,code03,23.651
1998,percentage,lower saxony,code03,24.758
1999,percentage,lower saxony,code03,26.269
2000,percentage,lower saxony,code03,26.602
2001,percentage,lower saxony,code03,25.32
2002,percentage,lower saxony,code03,23.851
2003,percentage,lower saxony,code03,24.784
2004,percentage,lower saxony,code03,21.699
2005,percentage,lower saxony,code03,19.937
2006,percentage,lower saxony,code03,20.756
2007,percentage,lower saxony,code03,21.499
2008,percentage,lower saxony,code03,20.751
2009,percentage,lower saxony,code03,22.813
2010,percentage,lower saxony,code03,22.36
2011,percentage,lower saxony,code03,24.016
2012,percentage,lower saxony,code03,24.352
2013,percentage,lower saxony,code03,24.354
2014,percentage,lower saxony,code03,24.366
2015,percentage,lower saxony,code03,24.869
2016,percentage,lower saxony,code03,24.668
2017,percentage,lower saxony,code03,25.364
2018,percentage,lower saxony,code03,24.992
2019,percentage,lower saxony,code03,27.177
2020,percentage,lower saxony,code03,27.142
2021,percentage,lower saxony,code03,27.554
1991,percentage,north rhine-westphalia,code05,20.475
1992,percentage,north rhine-westphalia,code05,20.25
1993,percentage,north rhine-westphalia,code05,18.358
1994,percentage,north rhine-westphalia,code05,17.886
1995,percentage,north rhine-westphalia,code05,17.089
1996,percentage,north rhine-westphalia,code05,17.19
1997,percentage,north rhine-westphalia,code05,17.097
1998,percentage,north rhine-westphalia,code05,17.729
1999,percentage,north rhine-westphalia,code05,19.248
2000,percentage,north rhine-westphalia,code05,19.702
2001,percentage,north rhine-westphalia,code05,19.033
2002,percentage,north rhine-westphalia,code05,17.127
2003,percentage,north rhine-westphalia,code05,16.275
2004,percentage,north rhine-westphalia,code05,15.739
2005,percentage,north rhine-westphalia,code05,16.743
2006,percentage,north rhine-westphalia,code05,16.187
2007,percentage,north rhine-westphalia,code05,16.316
2008,percentage,north rhine-westphalia,code05,16.315
2009,percentage,north rhine-westphalia,code05,15.889
2010,percentage,north rhine-westphalia,code05,15.975
2011,percentage,north rhine-westphalia,code05,16.625
2012,percentage,north rhine-westphalia,code05,15.916
2013,percentage,north rhine-westphalia,code05,15.783
2014,percentage,north rhine-westphalia,code05,16.052
2015,percentage,north rhine-westphalia,code05,15.666
2016,percentage,north rhine-westphalia,code05,16.07
2017,percentage,north rhine-westphalia,code05,16.542
2018,percentage,north rhine-westphalia,code05,16.749
2019,percentage,north rhine-westphalia,code05,16.632
2020,percentage,north rhine-westphalia,code05,16.426
2021,percentage,north rhine-westphalia,code05,16.944
1991,percentage,rhineland palatinate,code07,23.665
1992,percentage,rhineland palatinate,code07,22.696
1993,percentage,rhineland palatinate,code07,21.935
1994,percentage,rhineland palatinate,code07,22.741
1995,percentage,rhineland palatinate,code07,22.863
1996,percentage,rhineland palatinate,code07,21.164
1997,percentage,rhineland palatinate,code07,21.785
1998,percentage,rhineland palatinate,code07,22.846
1999,percentage,rhineland palatinate,code07,23.222
2000,percentage,rhineland palatinate,code07,23.905
2001,percentage,rhineland palatinate,code07,21.926
2002,percentage,rhineland palatinate,code07,21.826
2003,percentage,rhineland palatinate,code07,19.537
2004,percentage,rhineland palatinate,code07,18.862
2005,percentage,rhineland palatinate,code07,18.662
2006,percentage,rhineland palatinate,code07,19.412
2007,percentage,rhineland palatinate,code07,20.346
2008,percentage,rhineland palatinate,code07,20.192
2009,percentage,rhineland palatinate,code07,20.649
2010,percentage,rhineland palatinate,code07,19.981
2011,percentage,rhineland palatinate,code07,21.129
2012,percentage,rhineland palatinate,code07,20.497
2013,percentage,rhineland palatinate,code07,21.172
2014,percentage,rhineland palatinate,code07,21.368
2015,percentage,rhineland palatinate,code07,20.895
2016,percentage,rhineland palatinate,code07,20.537
2017,percentage,rhineland palatinate,code07,21.026
2018,percentage,rhineland palatinate,code07,22.889
2019,percentage,rhineland palatinate,code07,22.16
2020,percentage,rhineland palatinate,code07,22.1
2021,percentage,rhineland palatinate,code07,23.415
1991,percentage,saarland,code10,20.715
1992,percentage,saarland,code10,20.336
1993,percentage,saarland,code10,18.601
1994,percentage,saarland,code10,19.635
1995,percentage,saarland,code10,20.55
1996,percentage,saarland,code10,21.001
1997,percentage,saarland,code10,21.216
1998,percentage,saarland,code10,24.566
1999,percentage,saarland,code10,23.628
2000,percentage,saarland,code10,23.37
2001,percentage,saarland,code10,18.605
2002,percentage,saarland,code10,18.899
2003,percentage,saarland,code10,18.754
2004,percentage,saarland,code10,15.754
2005,percentage,saarland,code10,15.136
2006,percentage,saarland,code10,16.21
2007,percentage,saarland,code10,16.69
2008,percentage,saarland,code10,16.49
2009,percentage,saarland,code10,15.022
2010,percentage,saarland,code10,18.164
2011,percentage,saarland,code10,17.349
2012,percentage,saarland,code10,16.892
2013,percentage,saarland,code10,17.54
2014,percentage,saarland,code10,17.632
2015,percentage,saarland,code10,18.07
2016,percentage,saarland,code10,17.356
2017,percentage,saarland,code10,16.549
2018,percentage,saarland,code10,17.578
2019,percentage,saarland,code10,19.388
2020,percentage,saarland,code10,17.733
2021,percentage,saarland,code10,17.37
1991,percentage,saxony,code14,42.678
1992,percentage,saxony,code14,41.581
1993,percentage,saxony,code14,39.349
1994,percentage,saxony,code14,46.509
1995,percentage,saxony,code14,46.064
1996,percentage,saxony,code14,45.557
1997,percentage,saxony,code14,43.03
1998,percentage,saxony,code14,39.023
1999,percentage,saxony,code14,36.278
2000,percentage,saxony,code14,35.377
2001,percentage,saxony,code14,27.214
2002,percentage,saxony,code14,23.028
2003,percentage,saxony,code14,22.761
2004,percentage,saxony,code14,23.155
2005,percentage,saxony,code14,21.316
2006,percentage,saxony,code14,20.868
2007,percentage,saxony,code14,23.751
2008,percentage,saxony,code14,22.183
2009,percentage,saxony,code14,20.929
2010,percentage,saxony,code14,22.612
2011,percentage,saxony,code14,23.703
2012,percentage,saxony,code14,23.046
2013,percentage,saxony,code14,21.224
2014,percentage,saxony,code14,20.929
2015,percentage,saxony,code14,19.348
2016,percentage,saxony,code14,21.197
2017,percentage,saxony,code14,19.95
2018,percentage,saxony,code14,20.517
2019,percentage,saxony,code14,21.706
2020,percentage,saxony,code14,22.245
2021,percentage,saxony,code14,21.422
1991,percentage,saxony-anhalt,code15,42.808
1992,percentage,saxony-anhalt,code15,54.176
1993,percentage,saxony-anhalt,code15,53.43
1994,percentage,saxony-anhalt,code15,54.921
1995,percentage,saxony-anhalt,code15,52.905
1996,percentage,saxony-anhalt,code15,44.867
1997,percentage,saxony-anhalt,code15,41.686
1998,percentage,saxony-anhalt,code15,40.97
1999,percentage,saxony-anhalt,code15,36.733
2000,percentage,saxony-anhalt,code15,33.765
2001,percentage,saxony-anhalt,code15,25.808
2002,percentage,saxony-anhalt,code15,23.068
2003,percentage,saxony-anhalt,code15,22.096
2004,percentage,saxony-anhalt,code15,22.227
2005,percentage,saxony-anhalt,code15,20.537
2006,percentage,saxony-anhalt,code15,18.995
2007,percentage,saxony-anhalt,code15,19.524
2008,percentage,saxony-anhalt,code15,19.593
2009,percentage,saxony-anhalt,code15,21.243
2010,percentage,saxony-anhalt,code15,19.825
2011,percentage,saxony-anhalt,code15,18.923
2012,percentage,saxony-anhalt,code15,19.717
2013,percentage,saxony-anhalt,code15,18.742
2014,percentage,saxony-anhalt,code15,18.311
2015,percentage,saxony-anhalt,code15,18.867
2016,percentage,saxony-anhalt,code15,19.003
2017,percentage,saxony-anhalt,code15,18.815
2018,percentage,saxony-anhalt,code15,18.687
2019,percentage,saxony-anhalt,code15,19.548
2020,percentage,saxony-anhalt,code15,19.33
2021,percentage,saxony-anhalt,code15,20.338
1991,percentage,schleswig-holstein,code01,21.709
1992,percentage,schleswig-holstein,code01,22.333
1993,percentage,schleswig-holstein,code01,21.227
1994,percentage,schleswig-holstein,code01,22.061
1995,percentage,schleswig-holstein,code01,22.901
1996,percentage,schleswig-holstein,code01,21.373
1997,percentage,schleswig-holstein,code01,21.758
1998,percentage,schleswig-holstein,code01,23.014
1999,percentage,schleswig-holstein,code01,23.786
2000,percentage,schleswig-holstein,code01,22.839
2001,percentage,schleswig-holstein,code01,20.519
2002,percentage,schleswig-holstein,code01,18.327
2003,percentage,schleswig-holstein,code01,18.147
2004,percentage,schleswig-holstein,code01,17.258
2005,percentage,schleswig-holstein,code01,17.375
2006,percentage,schleswig-holstein,code01,19.837
2007,percentage,schleswig-holstein,code01,19.867
2008,percentage,schleswig-holstein,code01,19.911
2009,percentage,schleswig-holstein,code01,18.555
2010,percentage,schleswig-holstein,code01,21.233
2011,percentage,schleswig-holstein,code01,22.71
2012,percentage,schleswig-holstein,code01,21.526
2013,percentage,schleswig-holstein,code01,18.885
2014,percentage,schleswig-holstein,code01,21.483
2015,percentage,schleswig-holstein,code01,20.563
2016,percentage,schleswig-holstein,code01,23.19
2017,percentage,schleswig-holstein,code01,21.467
2018,percentage,schleswig-holstein,code01,21.309
2019,percentage,schleswig-holstein,code01,23.097
2020,percentage,schleswig-holstein,code01,22.328
2021,percentage,schleswig-holstein,code01,21.98
1991,percentage,thuringia,code16,45.781
1992,percentage,thuringia,code16,52.463
1993,percentage,thuringia,code16,55.585
1994,percentage,thuringia,code16,55.623
1995,percentage,thuringia,code16,50.165
1996,percentage,thuringia,code16,39.588
1997,percentage,thuringia,code16,38.731
1998,percentage,thuringia,code16,36.758
1999,percentage,thuringia,code16,38.15
2000,percentage,thuringia,code16,34.07
2001,percentage,thuringia,code16,31.701
2002,percentage,thuringia,code16,26.4
2003,percentage,thuringia,code16,26.415
2004,percentage,thuringia,code16,22.372
2005,percentage,thuringia,code16,23.056
2006,percentage,thuringia,code16,23.441
2007,percentage,thuringia,code16,24.13
2008,percentage,thuringia,code16,26.233
2009,percentage,thuringia,code16,22.155
2010,percentage,thuringia,code16,21.343
2011,percentage,thuringia,code16,22.024
2012,percentage,thuringia,code16,21.755
2013,percentage,thuringia,code16,20.014
2014,percentage,thuringia,code16,20.033
2015,percentage,thuringia,code16,19.129
2016,percentage,thuringia,code16,20.909
2017,percentage,thuringia,code16,19.049
2018,percentage,thuringia,code16,20.048
2019,percentage,thuringia,code16,20.457
2020,percentage,thuringia,code16,20.556
2021,percentage,thuringia,code16,20.228
