Year,Units,federal state,GeoCode,Value
2015,percentage,lower saxony,code03,28.044
2016,percentage,lower saxony,code03,25.981
2017,percentage,lower saxony,code03,25.33
2018,percentage,lower saxony,code03,24.111
2019,percentage,lower saxony,code03,22.879
2020,percentage,lower saxony,code03,25.85
2021,percentage,lower saxony,code03,24.784
2022,percentage,lower saxony,code03,22.923
2023,percentage,lower saxony,code03,20.79
1991,percentage,north rhine-westphalia,code05,19.845
1992,percentage,north rhine-westphalia,code05,19.434
1993,percentage,north rhine-westphalia,code05,19.277
1994,percentage,north rhine-westphalia,code05,19.752
1995,percentage,north rhine-westphalia,code05,19.563
1996,percentage,north rhine-westphalia,code05,20.751
1997,percentage,north rhine-westphalia,code05,21.12
1998,percentage,north rhine-westphalia,code05,21.598
1999,percentage,north rhine-westphalia,code05,22.092
2000,percentage,north rhine-westphalia,code05,22.179
2001,percentage,north rhine-westphalia,code05,22.083
2002,percentage,north rhine-westphalia,code05,23.053
2003,percentage,north rhine-westphalia,code05,24.14
2004,percentage,north rhine-westphalia,code05,24.958
2005,percentage,north rhine-westphalia,code05,26.11
2006,percentage,north rhine-westphalia,code05,26.538
2007,percentage,north rhine-westphalia,code05,25.007
2008,percentage,north rhine-westphalia,code05,24.282
2009,percentage,north rhine-westphalia,code05,26.877
2010,percentage,north rhine-westphalia,code05,39.562
2011,percentage,north rhine-westphalia,code05,39.483
2012,percentage,north rhine-westphalia,code05,44.253
2013,percentage,north rhine-westphalia,code05,40.352
2014,percentage,north rhine-westphalia,code05,38.626
2015,percentage,north rhine-westphalia,code05,37.67
2016,percentage,north rhine-westphalia,code05,36.321
2017,percentage,north rhine-westphalia,code05,33.541
2018,percentage,north rhine-westphalia,code05,31.215
2019,percentage,north rhine-westphalia,code05,30.917
2020,percentage,north rhine-westphalia,code05,32.57
2021,percentage,north rhine-westphalia,code05,30.987
2022,percentage,north rhine-westphalia,code05,29.072
2023,percentage,north rhine-westphalia,code05,27.892
1991,percentage,rhineland palatinate,code07,19.631
1992,percentage,rhineland palatinate,code07,19.837
1993,percentage,rhineland palatinate,code07,19.762
1994,percentage,rhineland palatinate,code07,19.969
1995,percentage,rhineland palatinate,code07,20.312
1996,percentage,rhineland palatinate,code07,20.869
1997,percentage,rhineland palatinate,code07,21.638
1998,percentage,rhineland palatinate,code07,22.746
1999,percentage,rhineland palatinate,code07,23.212
2000,percentage,rhineland palatinate,code07,23.582
2001,percentage,rhineland palatinate,code07,24.11
2002,percentage,rhineland palatinate,code07,25.03
2003,percentage,rhineland palatinate,code07,26.316
2004,percentage,rhineland palatinate,code07,26.993
2005,percentage,rhineland palatinate,code07,28.096
2006,percentage,rhineland palatinate,code07,28.454
2007,percentage,rhineland palatinate,code07,29.385
2008,percentage,rhineland palatinate,code07,29.162
2009,percentage,rhineland palatinate,code07,31.525
2010,percentage,rhineland palatinate,code07,36.75
2011,percentage,rhineland palatinate,code07,36.872
2012,percentage,rhineland palatinate,code07,36.962
2013,percentage,rhineland palatinate,code07,36.39
2014,percentage,rhineland palatinate,code07,35.478
2015,percentage,rhineland palatinate,code07,34.278
2016,percentage,rhineland palatinate,code07,33.741
2017,percentage,rhineland palatinate,code07,32.161
2018,percentage,rhineland palatinate,code07,30.253
2019,percentage,rhineland palatinate,code07,29.198
2020,percentage,rhineland palatinate,code07,30.379
2021,percentage,rhineland palatinate,code07,25.196
2022,percentage,rhineland palatinate,code07,23.63
2023,percentage,rhineland palatinate,code07,22.482
1991,percentage,saarland,code10,36.505
1992,percentage,saarland,code10,37.966
1993,percentage,saarland,code10,38.502
1994,percentage,saarland,code10,39.569
1995,percentage,saarland,code10,36.928
1996,percentage,saarland,code10,37.365
1997,percentage,saarland,code10,36.047
1998,percentage,saarland,code10,34.298
1999,percentage,saarland,code10,32.864
2000,percentage,saarland,code10,31.912
2001,percentage,saarland,code10,30.803
2002,percentage,saarland,code10,27.476
2003,percentage,saarland,code10,28.609
2004,percentage,saarland,code10,28.946
2005,percentage,saarland,code10,28.95
2006,percentage,saarland,code10,30.203
2007,percentage,saarland,code10,32.432
2008,percentage,saarland,code10,33.426
2009,percentage,saarland,code10,40.626
2010,percentage,saarland,code10,48.386
2011,percentage,saarland,code10,47.712
2012,percentage,saarland,code10,49.997
2013,percentage,saarland,code10,52.723
2014,percentage,saarland,code10,52.507
2015,percentage,saarland,code10,52.368
2016,percentage,saarland,code10,52.126
2017,percentage,saarland,code10,50.147
2018,percentage,saarland,code10,48.606
2019,percentage,saarland,code10,48.607
2020,percentage,saarland,code10,50.952
2021,percentage,saarland,code10,47.484
2022,percentage,saarland,code10,41.92
2023,percentage,saarland,code10,38.511
1991,percentage,saxony,code14,5.001
1992,percentage,saxony,code14,10.367
1993,percentage,saxony,code14,8.542
1994,percentage,saxony,code14,13.188
1995,percentage,saxony,code14,14.904
1996,percentage,saxony,code14,17.628
1997,percentage,saxony,code14,19.625
1998,percentage,saxony,code14,20.929
1999,percentage,saxony,code14,21.246
2000,percentage,saxony,code14,21.073
2001,percentage,saxony,code14,20.766
2002,percentage,saxony,code14,20.129
2003,percentage,saxony,code14,20.055
2004,percentage,saxony,code14,20.065
2005,percentage,saxony,code14,20.635
2006,percentage,saxony,code14,19.702
2007,percentage,saxony,code14,15.999
2008,percentage,saxony,code14,13.26
2009,percentage,saxony,code14,11.654
2010,percentage,saxony,code14,10.655
2011,percentage,saxony,code14,9.142
2012,percentage,saxony,code14,9.194
2013,percentage,saxony,code14,8.096
2014,percentage,saxony,code14,6.83
2015,percentage,saxony,code14,5.759
2016,percentage,saxony,code14,4.528
2017,percentage,saxony,code14,3.84
2018,percentage,saxony,code14,3.389
2019,percentage,saxony,code14,2.89
2020,percentage,saxony,code14,5.741
2021,percentage,saxony,code14,6.282
2022,percentage,saxony,code14,5.609
2023,percentage,saxony,code14,5.65
1991,percentage,saxony-anhalt,code15,5.354
1992,percentage,saxony-anhalt,code15,15.923
1993,percentage,saxony-anhalt,code15,12.951
1994,percentage,saxony-anhalt,code15,19.089
1995,percentage,saxony-anhalt,code15,23.09
1996,percentage,saxony-anhalt,code15,27.225
1997,percentage,saxony-anhalt,code15,32.803
1998,percentage,saxony-anhalt,code15,36.12
1999,percentage,saxony-anhalt,code15,39.357
2000,percentage,saxony-anhalt,code15,41.829
2001,percentage,saxony-anhalt,code15,39.054
2002,percentage,saxony-anhalt,code15,39.874
2003,percentage,saxony-anhalt,code15,42.486
2004,percentage,saxony-anhalt,code15,43.916
2005,percentage,saxony-anhalt,code15,46.922
2006,percentage,saxony-anhalt,code15,47.202
2007,percentage,saxony-anhalt,code15,46.378
2008,percentage,saxony-anhalt,code15,44.882
2009,percentage,saxony-anhalt,code15,46.768
2010,percentage,saxony-anhalt,code15,47.426
2011,percentage,saxony-anhalt,code15,46.364
2012,percentage,saxony-anhalt,code15,44.206
2013,percentage,saxony-anhalt,code15,42.377
2014,percentage,saxony-anhalt,code15,41.623
2015,percentage,saxony-anhalt,code15,41.471
2016,percentage,saxony-anhalt,code15,39.489
2017,percentage,saxony-anhalt,code15,38.672
2018,percentage,saxony-anhalt,code15,36.419
2019,percentage,saxony-anhalt,code15,36.284
2020,percentage,saxony-anhalt,code15,36.911
2021,percentage,saxony-anhalt,code15,36.187
2022,percentage,saxony-anhalt,code15,34.642
2023,percentage,saxony-anhalt,code15,32.106
1991,percentage,schleswig-holstein,code01,23.651
1992,percentage,schleswig-holstein,code01,23.559
1993,percentage,schleswig-holstein,code01,23.083
1994,percentage,schleswig-holstein,code01,24.224
1995,percentage,schleswig-holstein,code01,24.296
1996,percentage,schleswig-holstein,code01,25.413
1997,percentage,schleswig-holstein,code01,26.068
1998,percentage,schleswig-holstein,code01,26.974
1999,percentage,schleswig-holstein,code01,27.303
2000,percentage,schleswig-holstein,code01,27.462
2001,percentage,schleswig-holstein,code01,27.149
2002,percentage,schleswig-holstein,code01,28.589
2003,percentage,schleswig-holstein,code01,29.86
2004,percentage,schleswig-holstein,code01,31.335
2005,percentage,schleswig-holstein,code01,32.73
2006,percentage,schleswig-holstein,code01,33.766
2007,percentage,schleswig-holstein,code01,34.327
2008,percentage,schleswig-holstein,code01,33.564
2009,percentage,schleswig-holstein,code01,38.942
2010,percentage,schleswig-holstein,code01,42.092
2011,percentage,schleswig-holstein,code01,41.634
2012,percentage,schleswig-holstein,code01,40.737
2013,percentage,schleswig-holstein,code01,39.597
2014,percentage,schleswig-holstein,code01,38.709
2015,percentage,schleswig-holstein,code01,37.625
2016,percentage,schleswig-holstein,code01,38.486
2017,percentage,schleswig-holstein,code01,36.206
2018,percentage,schleswig-holstein,code01,37.005
2019,percentage,schleswig-holstein,code01,35.226
2020,percentage,schleswig-holstein,code01,36.515
2021,percentage,schleswig-holstein,code01,35.937
2022,percentage,schleswig-holstein,code01,33.312
2023,percentage,schleswig-holstein,code01,31.269
1991,percentage,thuringia,code16,6.699
1992,percentage,thuringia,code16,12.665
1993,percentage,thuringia,code16,10.323
1994,percentage,thuringia,code16,16.882
1995,percentage,thuringia,code16,24.923
1996,percentage,thuringia,code16,28.475
1997,percentage,thuringia,code16,31.521
1998,percentage,thuringia,code16,30.051
1999,percentage,thuringia,code16,31.805
2000,percentage,thuringia,code16,33.615
2001,percentage,thuringia,code16,34.504
2002,percentage,thuringia,code16,35.629
2003,percentage,thuringia,code16,36.27
2004,percentage,thuringia,code16,37.425
2005,percentage,thuringia,code16,39.715
2006,percentage,thuringia,code16,40.081
2007,percentage,thuringia,code16,39.348
2008,percentage,thuringia,code16,37.814
2009,percentage,thuringia,code16,39.865
2010,percentage,thuringia,code16,39.364
2011,percentage,thuringia,code16,37.121
2012,percentage,thuringia,code16,35.986
2013,percentage,thuringia,code16,35.734
2014,percentage,thuringia,code16,33.319
2015,percentage,thuringia,code16,32.167
2016,percentage,thuringia,code16,30.682
2017,percentage,thuringia,code16,30.199
2018,percentage,thuringia,code16,27.391
2019,percentage,thuringia,code16,26.466
2020,percentage,thuringia,code16,28.177
2021,percentage,thuringia,code16,27.794
2022,percentage,thuringia,code16,24.689
2023,percentage,thuringia,code16,22.597
