Year,Units,federal state,GeoCode,county,Value
2005,1.000 eur,bavaria,code09572,erlangen-höchstadt,23.958
2006,1.000 eur,bavaria,code09572,erlangen-höchstadt,24.538
2007,1.000 eur,bavaria,code09572,erlangen-höchstadt,26.23
2008,1.000 eur,bavaria,code09572,erlangen-höchstadt,24.939
2009,1.000 eur,bavaria,code09572,erlangen-höchstadt,24.215
2010,1.000 eur,bavaria,code09572,erlangen-höchstadt,26.934
2011,1.000 eur,bavaria,code09572,erlangen-höchstadt,28.09
2012,1.000 eur,bavaria,code09572,erlangen-höchstadt,29.313
2013,1.000 eur,bavaria,code09572,erlangen-höchstadt,30.345
2014,1.000 eur,bavaria,code09572,erlangen-höchstadt,31.902
2015,1.000 eur,bavaria,code09572,erlangen-höchstadt,33.603
2016,1.000 eur,bavaria,code09572,erlangen-höchstadt,35.655
2017,1.000 eur,bavaria,code09572,erlangen-höchstadt,35.225
2000,1.000 eur,bavaria,code09573,fürth,14.692
2001,1.000 eur,bavaria,code09573,fürth,15.731
2002,1.000 eur,bavaria,code09573,fürth,15.396
2003,1.000 eur,bavaria,code09573,fürth,15.302
2004,1.000 eur,bavaria,code09573,fürth,15.612
2005,1.000 eur,bavaria,code09573,fürth,16.144
2006,1.000 eur,bavaria,code09573,fürth,16.594
2007,1.000 eur,bavaria,code09573,fürth,17.281
2008,1.000 eur,bavaria,code09573,fürth,19.064
2009,1.000 eur,bavaria,code09573,fürth,18.208
2010,1.000 eur,bavaria,code09573,fürth,19.155
2011,1.000 eur,bavaria,code09573,fürth,20.137
2012,1.000 eur,bavaria,code09573,fürth,20.558
2013,1.000 eur,bavaria,code09573,fürth,20.637
2014,1.000 eur,bavaria,code09573,fürth,21.779
2015,1.000 eur,bavaria,code09573,fürth,22.313
2016,1.000 eur,bavaria,code09573,fürth,22.454
2017,1.000 eur,bavaria,code09573,fürth,23.046
2000,1.000 eur,bavaria,code09574,nürnberger land,20.351
2001,1.000 eur,bavaria,code09574,nürnberger land,20.787
2002,1.000 eur,bavaria,code09574,nürnberger land,20.317
2003,1.000 eur,bavaria,code09574,nürnberger land,20.953
2004,1.000 eur,bavaria,code09574,nürnberger land,20.614
2005,1.000 eur,bavaria,code09574,nürnberger land,21.705
2006,1.000 eur,bavaria,code09574,nürnberger land,22.598
2007,1.000 eur,bavaria,code09574,nürnberger land,23.767
2008,1.000 eur,bavaria,code09574,nürnberger land,25.208
2009,1.000 eur,bavaria,code09574,nürnberger land,24.121
2010,1.000 eur,bavaria,code09574,nürnberger land,25.538
2011,1.000 eur,bavaria,code09574,nürnberger land,27.328
2012,1.000 eur,bavaria,code09574,nürnberger land,27.946
2013,1.000 eur,bavaria,code09574,nürnberger land,28.56
2014,1.000 eur,bavaria,code09574,nürnberger land,29.647
2015,1.000 eur,bavaria,code09574,nürnberger land,30.649
2016,1.000 eur,bavaria,code09574,nürnberger land,31.216
2017,1.000 eur,bavaria,code09574,nürnberger land,31.85
2000,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,18.357
2001,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,18.38
2002,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,18.595
2003,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,17.919
2004,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,18.368
2005,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,18.394
2006,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,18.97
2007,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,20.123
2008,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,21.049
2009,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,20.74
2010,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,21.425
2011,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,23.075
2012,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,23.798
2013,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,24.663
2014,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,25.867
2015,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,26.461
2016,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,27.468
2017,1.000 eur,bavaria,code09575,neustadt an der aisch-bad windsheim,29.307
2000,1.000 eur,bavaria,code09576,roth,17.145
2001,1.000 eur,bavaria,code09576,roth,17.439
2002,1.000 eur,bavaria,code09576,roth,18.185
2003,1.000 eur,bavaria,code09576,roth,17.801
2004,1.000 eur,bavaria,code09576,roth,18.601
2005,1.000 eur,bavaria,code09576,roth,18.729
2006,1.000 eur,bavaria,code09576,roth,19.119
2007,1.000 eur,bavaria,code09576,roth,20.121
2008,1.000 eur,bavaria,code09576,roth,20.9
2009,1.000 eur,bavaria,code09576,roth,20.923
2010,1.000 eur,bavaria,code09576,roth,22.477
2011,1.000 eur,bavaria,code09576,roth,23.895
2012,1.000 eur,bavaria,code09576,roth,24.888
2013,1.000 eur,bavaria,code09576,roth,25.661
2014,1.000 eur,bavaria,code09576,roth,25.681
2015,1.000 eur,bavaria,code09576,roth,26.405
2016,1.000 eur,bavaria,code09576,roth,28.074
2017,1.000 eur,bavaria,code09576,roth,28.897
2000,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,19.857
2001,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,20.334
2002,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,21.382
2003,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,21.694
2004,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,21.954
2005,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,21.464
2006,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,21.733
2007,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,22.587
2008,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,23.477
2009,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,23.097
2010,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,24.511
2011,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,26.544
2012,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,26.468
2013,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,27.641
2014,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,29.012
2015,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,29.415
2016,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,30.135
2017,1.000 eur,bavaria,code09577,weißenburg-gunzenhausen,31.279
2000,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",43.995
2001,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",48.611
2002,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",47.534
2003,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",49.525
2004,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",50.567
2005,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",55.822
2006,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",63.914
2007,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",64.756
2008,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",61.019
2009,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",58.931
2010,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",62.852
2011,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",70.003
2012,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",71.204
2013,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",69.382
2014,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",68.204
2015,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",70.817
2016,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",77.298
2017,1.000 eur,bavaria,code09661,"aschaffenburg, stadt",69.928
2000,1.000 eur,bavaria,code09662,"schweinfurt, stadt",57.291
2001,1.000 eur,bavaria,code09662,"schweinfurt, stadt",60.179
2002,1.000 eur,bavaria,code09662,"schweinfurt, stadt",65.507
2003,1.000 eur,bavaria,code09662,"schweinfurt, stadt",63.302
2004,1.000 eur,bavaria,code09662,"schweinfurt, stadt",69.051
2005,1.000 eur,bavaria,code09662,"schweinfurt, stadt",75.338
2006,1.000 eur,bavaria,code09662,"schweinfurt, stadt",74.798
2007,1.000 eur,bavaria,code09662,"schweinfurt, stadt",78.873
2008,1.000 eur,bavaria,code09662,"schweinfurt, stadt",78.62
2009,1.000 eur,bavaria,code09662,"schweinfurt, stadt",68.001
2010,1.000 eur,bavaria,code09662,"schweinfurt, stadt",81.531
2011,1.000 eur,bavaria,code09662,"schweinfurt, stadt",89.875
2012,1.000 eur,bavaria,code09662,"schweinfurt, stadt",91.293
2013,1.000 eur,bavaria,code09662,"schweinfurt, stadt",91.351
2014,1.000 eur,bavaria,code09662,"schweinfurt, stadt",94.833
2015,1.000 eur,bavaria,code09662,"schweinfurt, stadt",94.785
2016,1.000 eur,bavaria,code09662,"schweinfurt, stadt",99.535
2017,1.000 eur,bavaria,code09662,"schweinfurt, stadt",105.609
2000,1.000 eur,bavaria,code09663,"würzburg, stadt",43.353
2001,1.000 eur,bavaria,code09663,"würzburg, stadt",43.448
2002,1.000 eur,bavaria,code09663,"würzburg, stadt",42.976
2003,1.000 eur,bavaria,code09663,"würzburg, stadt",43.002
2004,1.000 eur,bavaria,code09663,"würzburg, stadt",43.461
2005,1.000 eur,bavaria,code09663,"würzburg, stadt",44.089
2006,1.000 eur,bavaria,code09663,"würzburg, stadt",43.878
2007,1.000 eur,bavaria,code09663,"würzburg, stadt",44.854
2008,1.000 eur,bavaria,code09663,"würzburg, stadt",46.801
2009,1.000 eur,bavaria,code09663,"würzburg, stadt",47.141
2010,1.000 eur,bavaria,code09663,"würzburg, stadt",49.223
2011,1.000 eur,bavaria,code09663,"würzburg, stadt",51.581
2012,1.000 eur,bavaria,code09663,"würzburg, stadt",53.91
2013,1.000 eur,bavaria,code09663,"würzburg, stadt",56.288
2014,1.000 eur,bavaria,code09663,"würzburg, stadt",58.269
2015,1.000 eur,bavaria,code09663,"würzburg, stadt",59.565
2016,1.000 eur,bavaria,code09663,"würzburg, stadt",60.023
2017,1.000 eur,bavaria,code09663,"würzburg, stadt",62.229
2000,1.000 eur,bavaria,code09671,aschaffenburg,23.871
2001,1.000 eur,bavaria,code09671,aschaffenburg,24.676
2002,1.000 eur,bavaria,code09671,aschaffenburg,26.079
2003,1.000 eur,bavaria,code09671,aschaffenburg,25.733
2004,1.000 eur,bavaria,code09671,aschaffenburg,24.918
2005,1.000 eur,bavaria,code09671,aschaffenburg,24.975
2006,1.000 eur,bavaria,code09671,aschaffenburg,25.582
2007,1.000 eur,bavaria,code09671,aschaffenburg,28.031
2008,1.000 eur,bavaria,code09671,aschaffenburg,28.667
2009,1.000 eur,bavaria,code09671,aschaffenburg,27.147
2010,1.000 eur,bavaria,code09671,aschaffenburg,26.981
2011,1.000 eur,bavaria,code09671,aschaffenburg,29.681
2012,1.000 eur,bavaria,code09671,aschaffenburg,28.692
2013,1.000 eur,bavaria,code09671,aschaffenburg,29.261
2014,1.000 eur,bavaria,code09671,aschaffenburg,29.573
2015,1.000 eur,bavaria,code09671,aschaffenburg,29.483
2016,1.000 eur,bavaria,code09671,aschaffenburg,30.924
2017,1.000 eur,bavaria,code09671,aschaffenburg,33.109
2000,1.000 eur,bavaria,code09672,bad kissingen,20.13
2001,1.000 eur,bavaria,code09672,bad kissingen,20.443
2002,1.000 eur,bavaria,code09672,bad kissingen,20.586
2003,1.000 eur,bavaria,code09672,bad kissingen,20.694
2004,1.000 eur,bavaria,code09672,bad kissingen,20.57
2005,1.000 eur,bavaria,code09672,bad kissingen,20.743
2006,1.000 eur,bavaria,code09672,bad kissingen,21.196
2007,1.000 eur,bavaria,code09672,bad kissingen,22.21
2008,1.000 eur,bavaria,code09672,bad kissingen,22.896
2009,1.000 eur,bavaria,code09672,bad kissingen,22.587
2010,1.000 eur,bavaria,code09672,bad kissingen,23.556
2011,1.000 eur,bavaria,code09672,bad kissingen,25.063
2012,1.000 eur,bavaria,code09672,bad kissingen,25.968
2013,1.000 eur,bavaria,code09672,bad kissingen,27.474
2014,1.000 eur,bavaria,code09672,bad kissingen,28.721
2015,1.000 eur,bavaria,code09672,bad kissingen,30.914
2016,1.000 eur,bavaria,code09672,bad kissingen,31.99
2017,1.000 eur,bavaria,code09672,bad kissingen,32.811
2000,1.000 eur,bavaria,code09673,rhön-grabfeld,21.852
2001,1.000 eur,bavaria,code09673,rhön-grabfeld,22.076
2002,1.000 eur,bavaria,code09673,rhön-grabfeld,22.739
2003,1.000 eur,bavaria,code09673,rhön-grabfeld,23.213
2004,1.000 eur,bavaria,code09673,rhön-grabfeld,24.178
2005,1.000 eur,bavaria,code09673,rhön-grabfeld,24.191
2006,1.000 eur,bavaria,code09673,rhön-grabfeld,24.345
2007,1.000 eur,bavaria,code09673,rhön-grabfeld,25.54
2008,1.000 eur,bavaria,code09673,rhön-grabfeld,26.358
2009,1.000 eur,bavaria,code09673,rhön-grabfeld,26.605
2010,1.000 eur,bavaria,code09673,rhön-grabfeld,27.294
2011,1.000 eur,bavaria,code09673,rhön-grabfeld,29.195
2012,1.000 eur,bavaria,code09673,rhön-grabfeld,31.271
2013,1.000 eur,bavaria,code09673,rhön-grabfeld,31.552
2014,1.000 eur,bavaria,code09673,rhön-grabfeld,34.056
2015,1.000 eur,bavaria,code09673,rhön-grabfeld,35.115
2016,1.000 eur,bavaria,code09673,rhön-grabfeld,37.041
2017,1.000 eur,bavaria,code09673,rhön-grabfeld,39.004
2000,1.000 eur,bavaria,code09674,haßberge,20.87
2001,1.000 eur,bavaria,code09674,haßberge,21.611
2002,1.000 eur,bavaria,code09674,haßberge,20.908
2003,1.000 eur,bavaria,code09674,haßberge,20.128
2004,1.000 eur,bavaria,code09674,haßberge,21.125
2005,1.000 eur,bavaria,code09674,haßberge,21.173
2006,1.000 eur,bavaria,code09674,haßberge,22.517
2007,1.000 eur,bavaria,code09674,haßberge,23.056
2008,1.000 eur,bavaria,code09674,haßberge,22.802
2009,1.000 eur,bavaria,code09674,haßberge,22.474
2010,1.000 eur,bavaria,code09674,haßberge,23.548
2011,1.000 eur,bavaria,code09674,haßberge,25.116
2012,1.000 eur,bavaria,code09674,haßberge,26.02
2013,1.000 eur,bavaria,code09674,haßberge,27.372
2014,1.000 eur,bavaria,code09674,haßberge,27.973
2015,1.000 eur,bavaria,code09674,haßberge,28.727
2016,1.000 eur,bavaria,code09674,haßberge,30.331
2017,1.000 eur,bavaria,code09674,haßberge,31.449
2000,1.000 eur,bavaria,code09675,kitzingen,20.353
2001,1.000 eur,bavaria,code09675,kitzingen,20.475
2002,1.000 eur,bavaria,code09675,kitzingen,21.15
2003,1.000 eur,bavaria,code09675,kitzingen,21.57
2004,1.000 eur,bavaria,code09675,kitzingen,22.153
2005,1.000 eur,bavaria,code09675,kitzingen,22.613
2006,1.000 eur,bavaria,code09675,kitzingen,24.142
2007,1.000 eur,bavaria,code09675,kitzingen,24.71
2008,1.000 eur,bavaria,code09675,kitzingen,26.091
2009,1.000 eur,bavaria,code09675,kitzingen,25.46
2010,1.000 eur,bavaria,code09675,kitzingen,27.205
2011,1.000 eur,bavaria,code09675,kitzingen,30.156
2012,1.000 eur,bavaria,code09675,kitzingen,28.577
2013,1.000 eur,bavaria,code09675,kitzingen,29.482
2014,1.000 eur,bavaria,code09675,kitzingen,29.92
2015,1.000 eur,bavaria,code09675,kitzingen,31.688
2016,1.000 eur,bavaria,code09675,kitzingen,33.758
2017,1.000 eur,bavaria,code09675,kitzingen,37.176
2000,1.000 eur,bavaria,code09676,miltenberg,20.238
2001,1.000 eur,bavaria,code09676,miltenberg,22.101
2002,1.000 eur,bavaria,code09676,miltenberg,21.477
2003,1.000 eur,bavaria,code09676,miltenberg,23.034
2004,1.000 eur,bavaria,code09676,miltenberg,22.941
2005,1.000 eur,bavaria,code09676,miltenberg,23.943
2006,1.000 eur,bavaria,code09676,miltenberg,24.65
2007,1.000 eur,bavaria,code09676,miltenberg,25.724
2008,1.000 eur,bavaria,code09676,miltenberg,25.029
2009,1.000 eur,bavaria,code09676,miltenberg,23.987
2010,1.000 eur,bavaria,code09676,miltenberg,26.271
2011,1.000 eur,bavaria,code09676,miltenberg,28.502
2012,1.000 eur,bavaria,code09676,miltenberg,29.009
2013,1.000 eur,bavaria,code09676,miltenberg,29.48
2014,1.000 eur,bavaria,code09676,miltenberg,30.986
2015,1.000 eur,bavaria,code09676,miltenberg,31.266
2016,1.000 eur,bavaria,code09676,miltenberg,33.414
2017,1.000 eur,bavaria,code09676,miltenberg,34.833
2000,1.000 eur,bavaria,code09677,main-spessart,22.996
2001,1.000 eur,bavaria,code09677,main-spessart,25.116
2002,1.000 eur,bavaria,code09677,main-spessart,24.759
2003,1.000 eur,bavaria,code09677,main-spessart,23.65
2004,1.000 eur,bavaria,code09677,main-spessart,23.98
2005,1.000 eur,bavaria,code09677,main-spessart,24.706
2006,1.000 eur,bavaria,code09677,main-spessart,25.195
2007,1.000 eur,bavaria,code09677,main-spessart,27.149
2008,1.000 eur,bavaria,code09677,main-spessart,27.562
2009,1.000 eur,bavaria,code09677,main-spessart,25.522
2010,1.000 eur,bavaria,code09677,main-spessart,29.739
2011,1.000 eur,bavaria,code09677,main-spessart,30.947
2012,1.000 eur,bavaria,code09677,main-spessart,31.161
2013,1.000 eur,bavaria,code09677,main-spessart,31.254
2014,1.000 eur,bavaria,code09677,main-spessart,32.818
2015,1.000 eur,bavaria,code09677,main-spessart,32.64
2016,1.000 eur,bavaria,code09677,main-spessart,34.712
2017,1.000 eur,bavaria,code09677,main-spessart,36.264
2000,1.000 eur,bavaria,code09678,schweinfurt,15.378
2001,1.000 eur,bavaria,code09678,schweinfurt,15.196
2002,1.000 eur,bavaria,code09678,schweinfurt,15.662
2003,1.000 eur,bavaria,code09678,schweinfurt,14.737
2004,1.000 eur,bavaria,code09678,schweinfurt,15.246
2005,1.000 eur,bavaria,code09678,schweinfurt,15.718
2006,1.000 eur,bavaria,code09678,schweinfurt,16.532
2007,1.000 eur,bavaria,code09678,schweinfurt,17.376
2008,1.000 eur,bavaria,code09678,schweinfurt,19.249
2009,1.000 eur,bavaria,code09678,schweinfurt,19.279
2010,1.000 eur,bavaria,code09678,schweinfurt,19.267
2011,1.000 eur,bavaria,code09678,schweinfurt,20.658
2012,1.000 eur,bavaria,code09678,schweinfurt,20.693
2013,1.000 eur,bavaria,code09678,schweinfurt,22.128
2014,1.000 eur,bavaria,code09678,schweinfurt,22.754
2015,1.000 eur,bavaria,code09678,schweinfurt,21.198
2016,1.000 eur,bavaria,code09678,schweinfurt,20.811
2017,1.000 eur,bavaria,code09678,schweinfurt,21.909
2000,1.000 eur,bavaria,code09679,würzburg,16.61
2001,1.000 eur,bavaria,code09679,würzburg,17.917
2002,1.000 eur,bavaria,code09679,würzburg,18.789
2003,1.000 eur,bavaria,code09679,würzburg,19.246
2004,1.000 eur,bavaria,code09679,würzburg,19.687
2005,1.000 eur,bavaria,code09679,würzburg,20.321
2006,1.000 eur,bavaria,code09679,würzburg,20.987
2007,1.000 eur,bavaria,code09679,würzburg,22.519
2008,1.000 eur,bavaria,code09679,würzburg,22.294
2009,1.000 eur,bavaria,code09679,würzburg,20.68
2010,1.000 eur,bavaria,code09679,würzburg,21.467
2011,1.000 eur,bavaria,code09679,würzburg,22.461
2012,1.000 eur,bavaria,code09679,würzburg,23.379
2013,1.000 eur,bavaria,code09679,würzburg,23.719
2014,1.000 eur,bavaria,code09679,würzburg,24.847
2015,1.000 eur,bavaria,code09679,würzburg,26.495
2016,1.000 eur,bavaria,code09679,würzburg,27.676
2017,1.000 eur,bavaria,code09679,würzburg,28.681
2000,1.000 eur,bavaria,code09761,"augsburg, stadt",37.569
2001,1.000 eur,bavaria,code09761,"augsburg, stadt",39.39
2002,1.000 eur,bavaria,code09761,"augsburg, stadt",39.712
2003,1.000 eur,bavaria,code09761,"augsburg, stadt",38.686
2004,1.000 eur,bavaria,code09761,"augsburg, stadt",39.917
2005,1.000 eur,bavaria,code09761,"augsburg, stadt",39.772
2006,1.000 eur,bavaria,code09761,"augsburg, stadt",41.289
2007,1.000 eur,bavaria,code09761,"augsburg, stadt",42.703
2008,1.000 eur,bavaria,code09761,"augsburg, stadt",42.783
2009,1.000 eur,bavaria,code09761,"augsburg, stadt",40.364
2010,1.000 eur,bavaria,code09761,"augsburg, stadt",41.885
2011,1.000 eur,bavaria,code09761,"augsburg, stadt",43.982
2012,1.000 eur,bavaria,code09761,"augsburg, stadt",45.248
2013,1.000 eur,bavaria,code09761,"augsburg, stadt",44.435
2014,1.000 eur,bavaria,code09761,"augsburg, stadt",45.243
2015,1.000 eur,bavaria,code09761,"augsburg, stadt",48.301
2016,1.000 eur,bavaria,code09761,"augsburg, stadt",48.203
2017,1.000 eur,bavaria,code09761,"augsburg, stadt",48.193
2000,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",26.85
2001,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",26.959
2002,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",28.123
2003,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",26.119
2004,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",26.482
2005,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",26.823
2006,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",27.211
2007,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",28.798
2008,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",28.856
2009,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",29.23
2010,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",30.065
2011,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",30.419
2012,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",32.636
2013,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",32.55
2014,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",34.391
2015,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",34.983
2016,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",37.013
2017,1.000 eur,bavaria,code09762,"kaufbeuren, stadt",37.849
2000,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",33.044
2001,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",34.881
2002,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",36.598
2003,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",37.166
2004,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",38.268
2005,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",38.368
2006,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",41.059
2007,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",42.356
2008,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",42.784
2009,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",40.879
2010,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",46.141
2011,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",49.255
2012,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",50.667
2013,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",53.558
2014,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",54.044
2015,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",54.115
2016,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",57.006
2017,1.000 eur,bavaria,code09763,"kempten (allgäu), stadt",57.802
2000,1.000 eur,bavaria,code09764,"memmingen, stadt",37.337
2001,1.000 eur,bavaria,code09764,"memmingen, stadt",39.51
2002,1.000 eur,bavaria,code09764,"memmingen, stadt",40.439
2003,1.000 eur,bavaria,code09764,"memmingen, stadt",41.295
2004,1.000 eur,bavaria,code09764,"memmingen, stadt",41.687
2005,1.000 eur,bavaria,code09764,"memmingen, stadt",42.87
2006,1.000 eur,bavaria,code09764,"memmingen, stadt",45.259
2007,1.000 eur,bavaria,code09764,"memmingen, stadt",47.199
2008,1.000 eur,bavaria,code09764,"memmingen, stadt",49.138
2009,1.000 eur,bavaria,code09764,"memmingen, stadt",46.585
2010,1.000 eur,bavaria,code09764,"memmingen, stadt",48.034
2011,1.000 eur,bavaria,code09764,"memmingen, stadt",50.918
2012,1.000 eur,bavaria,code09764,"memmingen, stadt",54.218
2013,1.000 eur,bavaria,code09764,"memmingen, stadt",54.179
2014,1.000 eur,bavaria,code09764,"memmingen, stadt",57.854
2015,1.000 eur,bavaria,code09764,"memmingen, stadt",57.698
2016,1.000 eur,bavaria,code09764,"memmingen, stadt",59.042
2017,1.000 eur,bavaria,code09764,"memmingen, stadt",60.779
2000,1.000 eur,bavaria,code09771,aichach-friedberg,19.11
2001,1.000 eur,bavaria,code09771,aichach-friedberg,19.781
2002,1.000 eur,bavaria,code09771,aichach-friedberg,20.814
2003,1.000 eur,bavaria,code09771,aichach-friedberg,20.611
2004,1.000 eur,bavaria,code09771,aichach-friedberg,19.939
2005,1.000 eur,bavaria,code09771,aichach-friedberg,19.962
2006,1.000 eur,bavaria,code09771,aichach-friedberg,21.119
2007,1.000 eur,bavaria,code09771,aichach-friedberg,21.823
2008,1.000 eur,bavaria,code09771,aichach-friedberg,22.181
2009,1.000 eur,bavaria,code09771,aichach-friedberg,22.594
2010,1.000 eur,bavaria,code09771,aichach-friedberg,23.721
2011,1.000 eur,bavaria,code09771,aichach-friedberg,25.32
2012,1.000 eur,bavaria,code09771,aichach-friedberg,23.72
2013,1.000 eur,bavaria,code09771,aichach-friedberg,24.058
2014,1.000 eur,bavaria,code09771,aichach-friedberg,24.923
2015,1.000 eur,bavaria,code09771,aichach-friedberg,25.437
2016,1.000 eur,bavaria,code09771,aichach-friedberg,26.29
2017,1.000 eur,bavaria,code09771,aichach-friedberg,27.138
2000,1.000 eur,bavaria,code09772,augsburg,18.472
2001,1.000 eur,bavaria,code09772,augsburg,19.012
2002,1.000 eur,bavaria,code09772,augsburg,19.495
2003,1.000 eur,bavaria,code09772,augsburg,19.859
2004,1.000 eur,bavaria,code09772,augsburg,20.918
2005,1.000 eur,bavaria,code09772,augsburg,21.699
2006,1.000 eur,bavaria,code09772,augsburg,22.017
2007,1.000 eur,bavaria,code09772,augsburg,22.172
2008,1.000 eur,bavaria,code09772,augsburg,22.3
2009,1.000 eur,bavaria,code09772,augsburg,21.447
2010,1.000 eur,bavaria,code09772,augsburg,23.532
2011,1.000 eur,bavaria,code09772,augsburg,25.174
2012,1.000 eur,bavaria,code09772,augsburg,26.377
2013,1.000 eur,bavaria,code09772,augsburg,26.556
2014,1.000 eur,bavaria,code09772,augsburg,27.601
2015,1.000 eur,bavaria,code09772,augsburg,27.837
2016,1.000 eur,bavaria,code09772,augsburg,28.984
2017,1.000 eur,bavaria,code09772,augsburg,30.057
2000,1.000 eur,bavaria,code09773,dillingen an der donau,19.516
2001,1.000 eur,bavaria,code09773,dillingen an der donau,19.483
2002,1.000 eur,bavaria,code09773,dillingen an der donau,19.534
2003,1.000 eur,bavaria,code09773,dillingen an der donau,19.601
2004,1.000 eur,bavaria,code09773,dillingen an der donau,19.99
2005,1.000 eur,bavaria,code09773,dillingen an der donau,20.328
2006,1.000 eur,bavaria,code09773,dillingen an der donau,21.901
2007,1.000 eur,bavaria,code09773,dillingen an der donau,21.894
2008,1.000 eur,bavaria,code09773,dillingen an der donau,23.662
2009,1.000 eur,bavaria,code09773,dillingen an der donau,24.274
2010,1.000 eur,bavaria,code09773,dillingen an der donau,25.434
2011,1.000 eur,bavaria,code09773,dillingen an der donau,27.877
