Year,Units,federal state,GeoCode,Value
2017,percentage,saxony-anhalt,code15,70.98
2018,percentage,saxony-anhalt,code15,67.77
2019,percentage,saxony-anhalt,code15,76.22
2030,percentage,,,
2050,percentage,,,
2040,percentage,,,
2005,percentage,schleswig-holstein,code01,22.72
2006,percentage,schleswig-holstein,code01,23.45
2007,percentage,schleswig-holstein,code01,31.16
2008,percentage,schleswig-holstein,code01,36.45
2009,percentage,schleswig-holstein,code01,39.21
2010,percentage,schleswig-holstein,code01,42.21
2011,percentage,schleswig-holstein,code01,54.15
2012,percentage,schleswig-holstein,code01,61.87
2013,percentage,schleswig-holstein,code01,62.9
2014,percentage,schleswig-holstein,code01,75.77
2015,percentage,schleswig-holstein,code01,110.66
2016,percentage,schleswig-holstein,code01,121.4
2017,percentage,schleswig-holstein,code01,147.89
2018,percentage,schleswig-holstein,code01,137.57
2019,percentage,schleswig-holstein,code01,150.06
2020,percentage,schleswig-holstein,code01,155.68
2030,percentage,,,
2050,percentage,,,
2040,percentage,,,
2005,percentage,thuringia,code16,11.08
2006,percentage,thuringia,code16,12.29
2007,percentage,thuringia,code16,17.81
2008,percentage,thuringia,code16,17.97
2009,percentage,thuringia,code16,19.81
2010,percentage,thuringia,code16,19.53
2011,percentage,thuringia,code16,23.57
2012,percentage,thuringia,code16,25.62
2013,percentage,thuringia,code16,28.91
2014,percentage,thuringia,code16,30.13
2015,percentage,thuringia,code16,33.98
2016,percentage,thuringia,code16,34.26
2017,percentage,thuringia,code16,39.74
2018,percentage,thuringia,code16,39.46
2019,percentage,thuringia,code16,42.44
2030,percentage,,,
2050,percentage,,,
2040,percentage,,,
