Year,Units,display,Bundesland,GeoCode,Value
2013,percentage (%),a) time series,he,code06,12.5
2014,percentage (%),a) time series,he,code06,14.2
2015,percentage (%),a) time series,he,code06,16.4
2016,percentage (%),a) time series,he,code06,16.9
1990,percentage (%),a) time series,mv,code13,0.0
1991,percentage (%),a) time series,mv,code13,0.0
1992,percentage (%),a) time series,mv,code13,0.0
1993,percentage (%),a) time series,mv,code13,0.0
1994,percentage (%),a) time series,mv,code13,1.3
1995,percentage (%),a) time series,mv,code13,1.5
1996,percentage (%),a) time series,mv,code13,2.1
1997,percentage (%),a) time series,mv,code13,3.5
1998,percentage (%),a) time series,mv,code13,5.4
1999,percentage (%),a) time series,mv,code13,8.4
2000,percentage (%),a) time series,mv,code13,12.1
2001,percentage (%),a) time series,mv,code13,13.2
2002,percentage (%),a) time series,mv,code13,20.6
2003,percentage (%),a) time series,mv,code13,20.5
2004,percentage (%),a) time series,mv,code13,31.1
2005,percentage (%),a) time series,mv,code13,31.0
2006,percentage (%),a) time series,mv,code13,31.7
2007,percentage (%),a) time series,mv,code13,44.6
2008,percentage (%),a) time series,mv,code13,52.3
2009,percentage (%),a) time series,mv,code13,54.7
2010,percentage (%),a) time series,mv,code13,56.7
2011,percentage (%),a) time series,mv,code13,72.9
2012,percentage (%),a) time series,mv,code13,90.2
2013,percentage (%),a) time series,mv,code13,98.1
2014,percentage (%),a) time series,mv,code13,112.0
2004,percentage (%),a) time series,ni,code03,14.3
2006,percentage (%),a) time series,ni,code03,19.0
2008,percentage (%),a) time series,ni,code03,26.8
2009,percentage (%),a) time series,ni,code03,27.0
2010,percentage (%),a) time series,ni,code03,27.5
2011,percentage (%),a) time series,ni,code03,34.6
2012,percentage (%),a) time series,ni,code03,40.2
2013,percentage (%),a) time series,ni,code03,40.9
2014,percentage (%),a) time series,ni,code03,45.6
2015,percentage (%),a) time series,ni,code03,55.4
2016,percentage (%),a) time series,ni,code03,56.7
1990,percentage (%),a) time series,nw,code05,0.3
1991,percentage (%),a) time series,nw,code05,0.4
1992,percentage (%),a) time series,nw,code05,0.4
1993,percentage (%),a) time series,nw,code05,0.4
1994,percentage (%),a) time series,nw,code05,0.5
1995,percentage (%),a) time series,nw,code05,0.7
1996,percentage (%),a) time series,nw,code05,0.6
1997,percentage (%),a) time series,nw,code05,0.8
1998,percentage (%),a) time series,nw,code05,0.9
1999,percentage (%),a) time series,nw,code05,1.1
2000,percentage (%),a) time series,nw,code05,1.1
2001,percentage (%),a) time series,nw,code05,1.8
2002,percentage (%),a) time series,nw,code05,3.0
2003,percentage (%),a) time series,nw,code05,3.6
2004,percentage (%),a) time series,nw,code05,4.8
2005,percentage (%),a) time series,nw,code05,5.7
2006,percentage (%),a) time series,nw,code05,5.8
2007,percentage (%),a) time series,nw,code05,6.1
2008,percentage (%),a) time series,nw,code05,4.7
2009,percentage (%),a) time series,nw,code05,8.0
2010,percentage (%),a) time series,nw,code05,7.9
2011,percentage (%),a) time series,nw,code05,8.9
2012,percentage (%),a) time series,nw,code05,9.7
2013,percentage (%),a) time series,nw,code05,10.6
2014,percentage (%),a) time series,nw,code05,10.6
2015,percentage (%),a) time series,nw,code05,12.3
1990,percentage (%),a) time series,rp,code07,3.2
1991,percentage (%),a) time series,rp,code07,2.9
1992,percentage (%),a) time series,rp,code07,3.6
1993,percentage (%),a) time series,rp,code07,2.9
1994,percentage (%),a) time series,rp,code07,3.8
1995,percentage (%),a) time series,rp,code07,3.6
1996,percentage (%),a) time series,rp,code07,2.8
1997,percentage (%),a) time series,rp,code07,3.5
1998,percentage (%),a) time series,rp,code07,4.1
1999,percentage (%),a) time series,rp,code07,4.0
2000,percentage (%),a) time series,rp,code07,4.8
2001,percentage (%),a) time series,rp,code07,5.4
2002,percentage (%),a) time series,rp,code07,5.4
2003,percentage (%),a) time series,rp,code07,5.4
2004,percentage (%),a) time series,rp,code07,7.5
2005,percentage (%),a) time series,rp,code07,7.9
2006,percentage (%),a) time series,rp,code07,10.1
2007,percentage (%),a) time series,rp,code07,12.6
2008,percentage (%),a) time series,rp,code07,13.0
2009,percentage (%),a) time series,rp,code07,14.4
2010,percentage (%),a) time series,rp,code07,15.2
2011,percentage (%),a) time series,rp,code07,16.7
2012,percentage (%),a) time series,rp,code07,20.6
2013,percentage (%),a) time series,rp,code07,23.1
2014,percentage (%),a) time series,rp,code07,25.6
2015,percentage (%),a) time series,rp,code07,30.7
2016,percentage (%),a) time series,rp,code07,31.2
1990,percentage (%),a) time series,sl,code10,0.0
1991,percentage (%),a) time series,sl,code10,0.0
1992,percentage (%),a) time series,sl,code10,0.0
1993,percentage (%),a) time series,sl,code10,0.0
1994,percentage (%),a) time series,sl,code10,0.0
1995,percentage (%),a) time series,sl,code10,0.0
1996,percentage (%),a) time series,sl,code10,0.0
1997,percentage (%),a) time series,sl,code10,0.0
1998,percentage (%),a) time series,sl,code10,0.0
1999,percentage (%),a) time series,sl,code10,0.0
2000,percentage (%),a) time series,sl,code10,0.0
2001,percentage (%),a) time series,sl,code10,0.0
2002,percentage (%),a) time series,sl,code10,0.0
2003,percentage (%),a) time series,sl,code10,2.9
2004,percentage (%),a) time series,sl,code10,3.5
2005,percentage (%),a) time series,sl,code10,2.7
2006,percentage (%),a) time series,sl,code10,3.9
2007,percentage (%),a) time series,sl,code10,4.3
2008,percentage (%),a) time series,sl,code10,4.9
2009,percentage (%),a) time series,sl,code10,5.4
2010,percentage (%),a) time series,sl,code10,6.8
2011,percentage (%),a) time series,sl,code10,7.4
2012,percentage (%),a) time series,sl,code10,7.6
2013,percentage (%),a) time series,sl,code10,7.6
2014,percentage (%),a) time series,sl,code10,10.2
2015,percentage (%),a) time series,sl,code10,11.6
1990,percentage (%),a) time series,sn,code14,0.2
1991,percentage (%),a) time series,sn,code14,0.2
1992,percentage (%),a) time series,sn,code14,0.3
1993,percentage (%),a) time series,sn,code14,0.2
1994,percentage (%),a) time series,sn,code14,0.4
1995,percentage (%),a) time series,sn,code14,0.9
1996,percentage (%),a) time series,sn,code14,1.1
1997,percentage (%),a) time series,sn,code14,1.4
1998,percentage (%),a) time series,sn,code14,2.2
1999,percentage (%),a) time series,sn,code14,2.8
2000,percentage (%),a) time series,sn,code14,3.0
2001,percentage (%),a) time series,sn,code14,3.7
2002,percentage (%),a) time series,sn,code14,5.0
2003,percentage (%),a) time series,sn,code14,5.2
2004,percentage (%),a) time series,sn,code14,7.3
2005,percentage (%),a) time series,sn,code14,7.9
2006,percentage (%),a) time series,sn,code14,8.5
2007,percentage (%),a) time series,sn,code14,11.5
2008,percentage (%),a) time series,sn,code14,12.0
2009,percentage (%),a) time series,sn,code14,12.9
2010,percentage (%),a) time series,sn,code14,13.1
2011,percentage (%),a) time series,sn,code14,15.9
2012,percentage (%),a) time series,sn,code14,16.7
2013,percentage (%),a) time series,sn,code14,18.0
2014,percentage (%),a) time series,sn,code14,19.1
2015,percentage (%),a) time series,sn,code14,21.5
2016,percentage (%),a) time series,sn,code14,20.5
1990,percentage (%),a) time series,st,code15,0.0
1991,percentage (%),a) time series,st,code15,0.0
1992,percentage (%),a) time series,st,code15,0.1
1993,percentage (%),a) time series,st,code15,0.1
1994,percentage (%),a) time series,st,code15,0.1
1995,percentage (%),a) time series,st,code15,0.2
1996,percentage (%),a) time series,st,code15,0.4
1997,percentage (%),a) time series,st,code15,0.7
1998,percentage (%),a) time series,st,code15,1.3
1999,percentage (%),a) time series,st,code15,2.0
2000,percentage (%),a) time series,st,code15,4.6
2001,percentage (%),a) time series,st,code15,6.4
2002,percentage (%),a) time series,st,code15,10.2
2003,percentage (%),a) time series,st,code15,13.9
2004,percentage (%),a) time series,st,code15,15.8
2005,percentage (%),a) time series,st,code15,18.9
2006,percentage (%),a) time series,st,code15,22.9
2007,percentage (%),a) time series,st,code15,34.3
2008,percentage (%),a) time series,st,code15,39.0
2009,percentage (%),a) time series,st,code15,42.3
2010,percentage (%),a) time series,st,code15,41.9
2011,percentage (%),a) time series,st,code15,49.6
2012,percentage (%),a) time series,st,code15,53.9
2013,percentage (%),a) time series,st,code15,57.1
2014,percentage (%),a) time series,st,code15,62.2
2015,percentage (%),a) time series,st,code15,71.9
2016,percentage (%),a) time series,st,code15,61.9
1990,percentage (%),a) time series,sh,code01,1.5
1991,percentage (%),a) time series,sh,code01,1.3
1992,percentage (%),a) time series,sh,code01,1.3
1993,percentage (%),a) time series,sh,code01,2.1
1994,percentage (%),a) time series,sh,code01,2.9
1995,percentage (%),a) time series,sh,code01,3.8
1996,percentage (%),a) time series,sh,code01,4.0
1997,percentage (%),a) time series,sh,code01,8.8
1998,percentage (%),a) time series,sh,code01,11.4
1999,percentage (%),a) time series,sh,code01,11.9
2000,percentage (%),a) time series,sh,code01,16.3
2001,percentage (%),a) time series,sh,code01,15.4
2002,percentage (%),a) time series,sh,code01,21.8
2003,percentage (%),a) time series,sh,code01,18.7
2004,percentage (%),a) time series,sh,code01,24.1
2005,percentage (%),a) time series,sh,code01,23.7
2006,percentage (%),a) time series,sh,code01,24.4
2007,percentage (%),a) time series,sh,code01,32.2
2008,percentage (%),a) time series,sh,code01,37.4
2009,percentage (%),a) time series,sh,code01,40.2
2010,percentage (%),a) time series,sh,code01,42.7
2011,percentage (%),a) time series,sh,code01,52.0
2012,percentage (%),a) time series,sh,code01,63.6
2013,percentage (%),a) time series,sh,code01,64.8
2014,percentage (%),a) time series,sh,code01,78.3
2015,percentage (%),a) time series,sh,code01,114.3
2016,percentage (%),a) time series,sh,code01,127.9
1991,percentage (%),a) time series,th,code16,0.9
1992,percentage (%),a) time series,th,code16,1.6
1993,percentage (%),a) time series,th,code16,1.8
1994,percentage (%),a) time series,th,code16,2.6
1995,percentage (%),a) time series,th,code16,2.8
1996,percentage (%),a) time series,th,code16,2.2
1997,percentage (%),a) time series,th,code16,2.6
1998,percentage (%),a) time series,th,code16,3.3
1999,percentage (%),a) time series,th,code16,3.6
2000,percentage (%),a) time series,th,code16,7.3
2001,percentage (%),a) time series,th,code16,7.9
2002,percentage (%),a) time series,th,code16,8.3
2003,percentage (%),a) time series,th,code16,7.7
2004,percentage (%),a) time series,th,code16,11.2
2005,percentage (%),a) time series,th,code16,11.1
2006,percentage (%),a) time series,th,code16,12.3
2007,percentage (%),a) time series,th,code16,17.8
2008,percentage (%),a) time series,th,code16,18.0
2009,percentage (%),a) time series,th,code16,19.8
2010,percentage (%),a) time series,th,code16,19.5
2011,percentage (%),a) time series,th,code16,23.6
2012,percentage (%),a) time series,th,code16,25.6
2013,percentage (%),a) time series,th,code16,28.9
2014,percentage (%),a) time series,th,code16,30.1
2015,percentage (%),a) time series,th,code16,34.2
2016,percentage (%),a) time series,th,code16,34.5
